NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NU_NOTA_REDACAO,IDX
400,600,600,400,600,190106
600,600,600,600,600,190107
600,600,600,600,600,190108
400,600,400,400,200,190109
600,600,600,800,600,190110
400,600,400,600,400,190111
600,600,600,600,600,190112
400,400,400,400,600,190113
400,400,400,600,400,190114
400,400,400,600,600,190115
400,400,400,400,400,190116
400,400,400,400,400,190117
400,600,600,400,400,190118
400,400,400,600,600,190119
400,600,400,400,400,190120
400,600,400,400,400,190121
600,600,600,600,400,190122
600,600,600,800,600,190123
600,400,400,600,600,190124
400,400,400,400,600,190125
400,600,600,400,400,190126
400,400,400,400,400,190127
400,600,600,400,600,190128
400,600,600,600,400,190129
600,600,600,400,400,190130
400,400,600,600,600,190131
400,400,400,400,400,190132
400,400,400,600,400,190133
400,600,600,600,400,190134
400,400,400,400,200,190135
400,400,400,400,0,190136
600,400,400,600,400,190137
400,400,400,400,400,190138
600,600,600,600,400,190139
400,400,400,600,400,190140
400,400,600,600,400,190141
600,600,400,600,800,190142
400,600,400,400,600,190143
400,600,400,600,400,190144
400,400,600,600,600,190145
400,400,400,400,600,190146
400,600,600,600,600,190147
600,600,600,600,600,190148
400,400,400,400,400,190149
400,400,400,600,600,190150
400,400,400,400,400,190151
600,600,600,400,600,190152
400,400,400,600,400,190153
400,400,400,600,400,190154
400,400,400,400,400,190155
400,400,400,400,400,190156
400,400,400,600,400,190157
400,400,400,400,0,190158
600,600,600,400,600,190159
400,600,600,600,400,190160
400,400,400,400,400,190161
400,600,600,600,600,190162
400,400,400,600,600,190163
400,400,400,400,200,190164
600,600,600,400,600,190165
400,400,400,400,400,190166
400,400,400,600,600,190167
400,400,400,400,600,190168
400,400,400,400,600,190169
600,600,600,400,600,190170
400,600,600,600,600,190171
400,600,600,600,600,190172
400,400,400,600,400,190173
600,600,600,600,600,190174
400,400,400,600,400,190175
400,400,400,400,400,190176
600,600,600,600,600,190177
600,600,600,600,400,190178
400,600,600,600,800,190179
400,400,400,400,600,190180
600,600,600,600,600,190181
400,600,400,400,600,190182
400,400,400,400,400,190183
400,400,600,400,400,190184
400,400,600,600,400,190185
400,400,400,400,600,190186
400,400,400,400,400,190187
400,400,400,400,400,190188
400,600,400,600,200,190189
400,400,400,400,400,190190
400,400,400,600,400,190191
400,600,600,600,800,190192
400,400,400,400,400,190193
400,400,400,600,600,190194
400,600,600,400,600,190195
400,600,600,600,600,190196
600,600,600,600,600,190197
400,400,400,400,400,190198
400,400,400,600,600,190199
600,600,600,600,800,190200
400,400,400,400,400,190201
400,400,400,400,200,190202
400,600,600,600,600,190203
600,600,600,600,600,190204
600,600,400,400,400,190205
600,600,600,400,1000,190206
400,400,400,400,0,190207
400,400,400,400,400,190208
400,400,400,400,600,190209
400,400,400,400,400,190210
600,600,600,600,600,190211
400,600,600,600,600,190212
400,600,400,400,600,190213
400,600,400,600,0,190214
600,400,400,600,400,190215
600,600,600,800,600,190216
600,600,400,600,600,190217
400,600,400,400,600,190218
600,600,400,600,400,190219
600,600,400,400,600,190220
400,400,400,400,400,190221
400,600,400,400,400,190222
400,400,400,400,400,190223
400,400,400,400,0,190224
400,600,400,400,400,190225
400,400,400,400,400,190226
400,400,400,400,600,190227
400,400,400,400,400,190228
400,400,400,400,600,190229
400,600,600,600,600,190230
400,600,600,400,800,190231
400,600,600,600,600,190232
400,400,400,400,400,190233
400,600,600,600,600,190234
400,600,600,600,400,190235
400,400,600,600,600,190236
400,600,600,600,600,190237
400,400,400,400,400,190238
600,600,600,600,400,190239
600,600,600,600,600,190240
400,400,400,600,600,190241
400,400,400,400,600,190242
400,600,600,400,600,190243
400,400,400,400,400,190244
400,400,400,600,600,190245
600,600,400,600,600,190246
400,600,400,400,600,190247
400,600,400,600,200,190248
400,600,400,600,800,190249
400,400,600,400,600,190250
600,600,600,600,600,190251
400,400,400,400,600,190252
400,400,600,400,600,190253
400,400,400,400,400,190254
400,600,400,600,600,190255
600,600,600,600,400,190256
400,400,400,400,400,190257
600,600,600,800,800,190258
600,600,600,600,600,190259
400,400,400,400,600,190260
400,600,600,600,600,190261
400,400,400,400,600,190262
600,600,600,600,400,190263
400,400,400,600,400,190264
400,400,400,400,400,190265
400,600,400,400,400,190266
400,400,400,400,600,190267
600,600,600,600,800,190268
400,400,400,400,600,190269
400,400,400,400,400,190270
400,600,400,400,600,190271
400,600,400,400,400,190272
400,400,400,400,400,190273
400,400,400,400,600,190274
400,400,400,400,600,190275
400,400,400,600,600,190276
400,400,400,400,600,190277
600,600,600,600,600,190278
400,400,400,600,400,190279
400,400,400,400,600,190280
400,600,400,400,200,190281
400,600,400,600,400,190282
400,400,400,400,0,190283
400,400,400,600,600,190284
400,400,400,400,400,190285
400,400,400,400,200,190286
400,400,400,400,400,190287
400,400,400,400,400,190288
400,600,600,600,400,190289
400,400,200,400,400,190290
400,400,400,400,400,190291
400,400,400,400,400,190292
600,400,400,600,600,190293
400,400,400,400,0,190294
400,400,400,400,400,190295
400,400,400,400,200,190296
400,400,400,400,400,190297
400,600,600,600,400,190298
400,400,400,600,400,190299
400,600,400,400,400,190300
600,600,600,600,600,190301
400,600,600,600,600,190302
400,400,400,400,400,190303
600,600,600,400,800,190304
400,400,400,400,400,190305
600,600,400,600,600,190306
400,400,400,400,400,190307
400,600,600,400,600,190308
400,400,400,400,400,190309
400,600,400,600,600,190310
400,400,400,400,600,190311
400,400,400,400,400,190312
400,400,400,400,400,190313
400,600,400,600,600,190314
600,600,600,400,400,190315
600,600,600,600,600,190316
400,400,400,400,0,190317
600,600,600,600,800,190318
400,600,600,600,600,190319
400,400,400,400,600,190320
600,600,400,600,400,190321
400,400,400,400,0,190322
400,600,600,400,600,190323
400,600,600,600,600,190324
400,400,600,600,600,190325
600,600,600,600,400,190326
600,600,600,600,800,190327
400,400,400,400,200,190328
400,400,400,400,400,190329
400,600,400,400,400,190330
400,600,400,600,600,190331
400,400,600,400,1000,190332
400,600,600,600,800,190333
600,600,600,600,800,190334
400,600,400,400,400,190335
400,600,400,600,400,190336
400,400,400,400,400,190337
600,600,400,400,600,190338
400,400,400,400,600,190339
400,400,400,400,400,190340
400,600,400,600,800,190341
400,600,400,600,400,190342
400,400,600,600,400,190343
400,400,400,400,600,190344
600,600,400,400,400,190345
600,600,600,600,600,190346
400,400,400,400,200,190347
400,400,600,600,600,190348
400,400,400,400,400,190349
400,400,400,600,0,190350
600,600,600,600,800,190351
400,600,600,600,400,190352
400,400,400,400,600,190353
600,600,600,600,800,190354
400,400,600,600,600,190355
400,400,400,600,200,190356
400,400,400,600,400,190357
400,600,400,600,400,190358
400,600,600,400,400,190359
400,400,400,400,600,190360
600,400,400,600,600,190361
600,600,400,400,600,190362
400,600,400,400,400,190363
400,600,400,600,600,190364
600,800,600,600,800,190365
600,400,600,600,400,190366
600,600,600,600,400,190367
600,600,600,600,600,190368
400,400,600,600,600,190369
400,600,600,600,400,190370
400,600,400,400,600,190371
400,600,600,400,400,190372
400,600,600,600,400,190373
600,600,600,400,600,190374
400,600,400,600,600,190375
400,600,400,400,400,190376
400,600,400,400,400,190377
400,400,400,400,600,190378
400,400,400,400,200,190379
400,400,600,600,800,190380
400,600,600,600,600,190381
400,400,400,400,400,190382
400,400,400,400,400,190383
400,400,400,600,0,190384
400,400,400,600,400,190385
400,600,600,400,400,190386
400,400,400,400,400,190387
400,400,600,600,600,190388
600,600,600,600,600,190389
600,800,600,800,600,190390
600,600,400,800,400,190391
400,400,400,600,400,190392
400,600,400,400,600,190393
600,600,600,600,400,190394
400,600,400,600,600,190395
400,400,400,400,600,190396
400,600,400,600,600,190397
600,600,600,600,600,190398
400,400,400,400,600,190399
600,600,400,600,400,190400
400,400,400,400,400,190401
400,600,400,600,600,190402
400,600,600,600,600,190403
400,400,400,400,400,190404
400,400,400,400,200,190405
400,400,400,400,400,190406
600,600,600,600,800,190407
400,600,400,400,200,190408
400,400,400,400,800,190409
400,400,400,600,0,190410
400,600,600,400,400,190411
400,600,600,600,600,190412
400,400,400,400,200,190413
600,600,600,600,800,190414
400,600,400,400,400,190415
600,600,400,600,600,190416
400,600,600,600,600,190417
400,400,400,400,400,190418
600,600,600,400,400,190419
400,400,400,600,400,190420
400,600,600,400,600,190421
400,600,600,400,600,190422
400,400,400,400,400,190423
400,400,400,400,400,190424
400,400,400,600,600,190425
400,400,400,400,400,190426
400,400,400,600,400,190427
600,600,400,400,200,190428
400,400,400,400,400,190429
600,600,600,800,800,190430
400,400,400,600,600,190431
600,600,400,600,600,190432
600,400,600,400,600,190433
400,400,400,600,600,190434
600,600,600,600,600,190435
400,600,400,400,600,190436
400,400,400,400,400,190437
400,600,600,600,800,190438
400,400,400,400,400,190439
400,600,400,400,600,190440
600,600,600,600,600,190441
400,600,600,600,600,190442
400,600,600,400,600,190443
400,600,600,600,400,190444
400,600,400,400,600,190445
400,400,400,600,200,190446
400,600,600,600,600,190447
400,600,600,600,1000,190448
400,400,400,600,600,190449
600,400,600,600,400,190450
400,600,400,600,400,190451
400,400,400,400,600,190452
400,400,400,400,400,190453
400,400,400,400,400,190454
400,400,400,400,600,190455
400,400,600,400,400,190456
400,600,400,400,400,190457
400,600,400,400,800,190458
400,600,400,600,400,190459
400,600,400,600,800,190460
400,600,400,400,400,190461
600,800,600,800,800,190462
400,600,600,600,600,190463
400,600,600,600,600,190464
400,400,600,400,600,190465
400,600,600,600,800,190466
600,600,600,600,600,190467
600,600,600,400,400,190468
600,400,400,600,400,190469
400,400,600,400,600,190470
600,600,400,400,400,190471
600,600,600,600,600,190472
400,600,400,600,600,190473
600,600,600,600,600,190474
400,400,400,400,200,190475
600,600,600,600,600,190476
400,400,400,400,600,190477
600,600,600,600,600,190478
600,600,600,400,400,190479
400,600,600,600,600,190480
400,600,600,600,600,190481
400,600,400,600,600,190482
600,600,600,600,400,190483
400,400,400,400,400,190484
400,400,400,600,400,190485
400,600,400,400,0,190486
400,600,400,600,600,190487
400,400,400,600,400,190488
400,400,400,400,200,190489
400,400,400,400,400,190490
400,400,400,600,600,190491
400,600,400,400,600,190492
400,600,400,600,400,190493
400,400,600,600,600,190494
400,400,400,400,600,190495
400,600,400,400,400,190496
400,400,400,400,400,190497
400,400,400,400,600,190498
400,600,600,600,600,190499
600,600,600,400,600,190500
400,400,400,400,200,190501
400,400,400,400,200,190502
400,400,400,400,0,190503
600,600,600,800,800,190504
400,400,400,600,400,190505
400,600,400,400,400,190506
400,400,400,600,400,190507
400,600,600,400,800,190508
400,400,400,400,400,190509
600,600,600,800,400,190510
400,400,400,400,400,190511
400,400,400,400,400,190512
400,600,600,600,600,190513
400,400,400,400,400,190514
400,400,400,400,600,190515
400,600,600,400,600,190516
400,400,400,400,0,190517
400,400,400,400,400,190518
400,400,400,400,400,190519
400,600,600,400,400,190520
600,600,600,600,600,190521
600,600,400,400,600,190522
400,400,400,400,400,190523
400,400,400,400,0,190524
400,600,600,400,800,190525
400,600,400,600,600,190526
400,600,400,400,400,190527
400,600,400,400,600,190528
600,600,600,600,400,190529
400,600,600,400,600,190530
400,400,400,400,600,190531
600,600,600,600,400,190532
400,400,400,400,400,190533
400,400,400,400,600,190534
400,600,400,600,600,190535
400,400,400,400,600,190536
400,600,400,400,400,190537
400,600,600,400,400,190538
400,400,400,400,0,190539
400,400,400,600,600,190540
400,400,400,400,400,190541
600,600,600,600,400,190542
400,600,400,600,400,190543
400,400,400,400,200,190544
400,400,400,400,400,190545
400,400,400,600,600,190546
400,600,400,400,600,190547
400,600,600,400,800,190548
400,400,600,600,400,190549
400,600,600,400,600,190550
600,400,400,400,600,190551
600,600,600,600,600,190552
600,600,600,800,600,190553
600,600,600,400,800,190554
400,600,600,400,400,190555
400,600,600,400,400,190556
400,600,400,600,600,190557
400,600,600,600,600,190558
400,400,600,600,600,190559
400,400,400,400,200,190560
400,400,400,400,400,190561
400,600,600,400,600,190562
400,600,400,400,600,190563
600,600,600,600,800,190564
400,400,400,400,400,190565
400,600,400,400,400,190566
400,400,400,400,600,190567
600,800,600,600,600,190568
400,400,400,400,400,190569
400,600,600,600,400,190570
400,400,400,400,400,190571
400,600,600,600,600,190572
600,600,600,400,600,190573
600,600,600,600,600,190574
400,600,400,400,800,190575
400,400,400,400,400,190576
400,400,400,400,600,190577
600,400,400,400,600,190578
400,600,600,600,400,190579
400,400,400,400,400,190580
600,400,400,400,400,190581
400,400,400,400,400,190582
600,600,600,600,600,190583
400,600,400,400,600,190584
600,600,600,400,600,190585
400,600,600,600,800,190586
600,600,600,400,600,190587
400,400,400,400,800,190588
400,600,400,400,0,190589
600,600,600,400,600,190590
600,600,600,600,600,190591
400,400,400,400,600,190592
600,600,600,600,600,190593
400,400,400,400,600,190594
400,600,400,600,600,190595
400,400,400,600,600,190596
400,600,600,600,600,190597
400,400,400,400,400,190598
400,400,400,400,400,190599
400,400,400,400,600,190600
400,400,400,400,400,190601
600,600,600,400,800,190602
400,400,400,600,400,190603
600,600,600,600,600,190604
400,400,400,600,400,190605
600,400,400,400,400,190606
600,600,600,400,400,190607
400,600,400,600,600,190608
600,600,400,400,400,190609
400,400,400,400,400,190610
400,600,400,400,400,190611
400,400,400,400,400,190612
400,400,400,400,400,190613
400,600,600,600,600,190614
400,600,600,400,400,190615
400,600,600,600,600,190616
600,600,600,400,800,190617
400,600,600,400,400,190618
400,600,400,600,800,190619
400,600,400,400,600,190620
600,400,600,600,600,190621
400,400,400,400,0,190622
400,600,600,600,600,190623
600,400,400,600,600,190624
600,600,600,600,600,190625
400,600,600,600,600,190626
400,600,400,400,600,190627
400,400,400,600,400,190628
400,600,600,600,600,190629
400,600,600,600,600,190630
400,400,400,400,200,190631
600,800,600,600,800,190632
400,600,400,400,600,190633
400,600,400,600,800,190634
400,400,400,400,200,190635
400,400,400,400,400,190636
400,400,400,400,400,190637
400,400,400,400,200,190638
600,400,400,600,600,190639
400,400,400,400,400,190640
400,400,400,400,600,190641
600,600,600,400,800,190642
400,400,400,400,400,190643
400,400,400,600,400,190644
400,600,600,600,400,190645
400,400,400,400,400,190646
400,600,400,600,600,190647
400,400,400,600,600,190648
400,600,600,600,400,190649
400,400,400,400,600,190650
400,600,600,400,600,190651
600,600,600,600,600,190652
600,600,600,600,600,190653
400,400,400,400,200,190654
400,600,400,400,400,190655
600,600,600,600,600,190656
400,600,600,600,400,190657
600,600,600,400,400,190658
400,400,400,400,0,190659
400,400,200,400,200,190660
400,600,400,600,600,190661
400,600,400,600,600,190662
400,400,600,400,400,190663
400,400,600,400,800,190664
400,600,400,400,400,190665
400,600,600,600,600,190666
600,600,600,600,600,190667
400,600,400,600,600,190668
400,400,400,400,600,190669
600,600,600,600,400,190670
400,600,600,600,600,190671
600,600,600,600,400,190672
400,600,600,600,600,190673
600,400,400,600,600,190674
400,400,400,400,400,190675
600,600,400,600,600,190676
400,400,400,400,400,190677
400,600,600,600,400,190678
400,600,600,600,600,190679
400,400,400,400,600,190680
400,400,400,400,600,190681
600,600,600,600,600,190682
400,400,400,600,400,190683
400,600,400,400,600,190684
400,400,600,400,600,190685
600,600,600,800,600,190686
400,600,400,400,400,190687
400,400,400,400,400,190688
400,400,400,400,400,190689
600,600,600,600,400,190690
400,600,600,400,600,190691
400,600,600,400,800,190692
600,600,600,600,400,190693
400,400,400,400,400,190694
400,400,400,400,600,190695
400,600,400,400,600,190696
600,600,600,800,600,190697
400,600,400,400,600,190698
400,400,200,400,200,190699
400,400,400,400,600,190700
400,400,400,400,400,190701
600,600,400,400,600,190702
400,400,400,400,400,190703
400,600,600,400,400,190704
400,600,600,600,400,190705
400,400,400,400,400,190706
400,400,400,400,400,190707
400,600,600,400,600,190708
400,400,400,400,600,190709
400,400,400,600,400,190710
400,600,600,400,600,190711
600,400,600,600,400,190712
400,400,600,400,600,190713
400,600,400,400,400,190714
600,600,600,600,400,190715
400,600,600,400,600,190716
400,400,400,600,600,190717
400,400,400,400,600,190718
600,800,600,800,600,190719
600,800,600,600,800,190720
400,400,400,400,0,190721
400,400,600,600,400,190722
600,600,600,600,800,190723
600,600,600,600,600,190724
400,400,400,400,0,190725
400,600,600,600,600,190726
400,400,400,400,400,190727
400,600,400,600,400,190728
400,600,400,400,600,190729
400,600,400,400,600,190730
600,600,600,600,600,190731
400,400,400,400,400,190732
400,600,400,600,400,190733
400,600,400,600,400,190734
600,800,600,800,800,190735
600,600,600,600,400,190736
400,400,400,600,200,190737
400,400,400,400,400,190738
400,600,400,400,600,190739
400,600,400,400,400,190740
600,600,400,600,400,190741
600,600,600,600,800,190742
600,600,600,400,400,190743
400,400,400,600,400,190744
400,600,400,400,200,190745
400,600,600,600,400,190746
400,400,400,600,800,190747
400,400,400,400,800,190748
400,400,400,600,600,190749
400,400,400,400,400,190750
400,600,400,400,600,190751
600,600,600,800,400,190752
400,400,400,600,600,190753
400,400,400,400,600,190754
600,600,600,600,800,190755
600,600,600,600,600,190756
400,600,400,400,200,190757
400,400,400,600,0,190758
600,600,600,800,800,190759
400,400,600,400,600,190760
600,400,400,400,400,190761
400,400,400,400,400,190762
400,400,400,600,400,190763
400,400,400,400,600,190764
400,400,400,600,600,190765
400,400,400,600,800,190766
400,600,400,400,600,190767
400,600,400,600,600,190768
400,400,400,600,400,190769
400,400,400,400,400,190770
400,600,600,600,600,190771
600,600,600,600,400,190772
400,400,400,400,400,190773
600,400,400,600,400,190774
400,400,400,600,400,190775
400,400,400,400,600,190776
400,400,400,600,400,190777
400,400,400,600,400,190778
600,600,600,600,400,190779
400,600,400,400,400,190780
400,400,400,400,400,190781
600,600,400,400,200,190782
600,400,400,400,400,190783
400,400,400,400,400,190784
400,400,400,400,600,190785
400,600,600,600,400,190786
400,400,400,600,400,190787
400,400,600,400,400,190788
400,600,400,400,600,190789
400,600,600,600,400,190790
400,400,400,400,0,190791
400,400,400,400,600,190792
400,400,400,400,400,190793
400,400,400,400,400,190794
400,400,600,400,400,190795
400,400,400,400,600,190796
400,400,400,400,400,190797
400,400,600,400,400,190798
600,600,400,400,400,190799
400,400,400,400,400,190800
600,600,600,600,600,190801
400,400,600,400,600,190802
600,600,600,600,800,190803
400,600,600,400,600,190804
400,600,600,400,400,190805
400,600,400,400,400,190806
400,400,400,400,400,190807
400,400,400,400,200,190808
400,600,400,600,600,190809
400,400,400,400,400,190810
600,400,400,600,200,190811
400,400,400,400,400,190812
600,600,600,600,400,190813
400,400,400,400,400,190814
400,400,400,400,400,190815
400,400,600,400,600,190816
400,600,600,400,400,190817
400,400,400,400,400,190818
400,600,600,600,600,190819
400,400,400,600,200,190820
800,600,600,800,600,190821
400,400,400,600,400,190822
600,600,600,600,800,190823
600,400,400,400,400,190824
400,600,400,400,400,190825
400,400,600,600,600,190826
400,600,400,400,600,190827
400,400,400,400,600,190828
400,400,400,400,400,190829
400,400,600,600,400,190830
400,600,600,600,600,190831
400,600,400,400,400,190832
400,600,600,600,400,190833
600,600,600,800,600,190834
400,400,400,400,400,190835
400,400,400,400,400,190836
400,400,400,400,400,190837
400,400,400,400,600,190838
400,400,400,400,600,190839
600,400,600,600,600,190840
400,600,400,600,600,190841
400,400,400,600,600,190842
400,600,600,400,400,190843
400,600,400,400,400,190844
400,400,400,400,600,190845
600,600,400,600,800,190846
600,600,600,600,800,190847
400,600,600,600,600,190848
400,400,400,400,200,190849
400,400,400,400,0,190850
400,600,600,600,600,190851
400,600,600,600,0,190852
400,600,600,600,600,190853
400,400,400,600,600,190854
400,600,400,400,400,190855
400,400,400,600,400,190856
400,600,400,600,600,190857
400,400,600,600,400,190858
400,400,400,400,600,190859
400,600,400,600,600,190860
400,600,600,600,400,190861
400,600,600,600,600,190862
400,400,600,600,600,190863
400,400,400,400,600,190864
400,400,400,400,400,190865
400,400,400,400,200,190866
600,600,600,800,600,190867
400,400,400,600,400,190868
400,600,400,400,200,190869
400,600,600,600,600,190870
400,400,400,400,400,190871
400,400,400,600,600,190872
400,400,400,600,400,190873
400,400,400,400,400,190874
400,400,400,400,600,190875
600,600,600,400,600,190876
400,600,400,400,400,190877
600,400,400,400,400,190878
400,400,400,600,200,190879
600,600,600,600,600,190880
400,600,400,400,600,190881
400,600,600,600,400,190882
600,600,600,600,600,190883
400,400,400,600,600,190884
400,600,600,400,600,190885
400,600,600,600,200,190886
400,400,200,400,600,190887
400,600,400,400,600,190888
600,600,400,600,800,190889
400,400,400,400,200,190890
400,400,400,400,400,190891
400,400,400,600,400,190892
400,600,400,400,400,190893
400,600,600,400,600,190894
400,600,600,600,600,190895
400,400,400,400,600,190896
400,600,600,400,400,190897
400,600,400,400,600,190898
400,400,400,600,400,190899
400,400,400,400,200,190900
600,600,600,600,600,190901
400,400,400,400,400,190902
600,600,600,600,400,190903
400,400,400,400,200,190904
600,600,600,600,600,190905
400,400,400,400,200,190906
400,400,400,600,600,190907
400,600,400,600,400,190908
400,600,600,600,400,190909
400,400,400,400,600,190910
400,400,600,600,600,190911
400,400,400,400,400,190912
400,400,400,400,600,190913
400,400,400,400,400,190914
400,400,400,600,400,190915
400,600,400,400,200,190916
400,400,400,400,600,190917
400,600,400,400,400,190918
400,400,400,400,400,190919
400,400,400,400,200,190920
600,800,600,600,600,190921
400,400,400,400,600,190922
400,600,400,600,600,190923
600,600,600,600,400,190924
400,400,400,400,600,190925
400,600,600,400,600,190926
400,600,600,600,600,190927
400,600,600,400,600,190928
400,400,400,600,200,190929
600,600,600,600,600,190930
400,400,400,400,400,190931
400,400,400,400,600,190932
400,400,400,400,600,190933
400,600,600,400,400,190934
400,600,600,600,400,190935
400,400,400,400,400,190936
400,400,400,400,400,190937
400,400,400,400,400,190938
400,400,400,400,600,190939
400,400,600,400,600,190940
600,600,600,600,600,190941
400,400,400,600,400,190942
400,600,600,600,400,190943
400,600,400,600,400,190944
600,600,600,600,800,190945
400,400,400,400,400,190946
400,400,400,400,400,190947
400,400,400,400,400,190948
400,400,400,400,400,190949
400,600,400,400,400,190950
400,400,400,400,400,190951
400,400,400,400,0,190952
600,600,400,600,800,190953
400,400,400,600,600,190954
400,400,400,400,600,190955
600,800,600,600,1000,190956
400,600,400,400,600,190957
400,400,400,400,600,190958
600,800,600,600,600,190959
400,600,400,400,600,190960
400,400,400,400,400,190961
400,400,400,600,600,190962
400,400,400,400,600,190963
600,600,600,600,800,190964
400,400,400,400,400,190965
600,600,600,600,800,190966
400,400,400,600,400,190967
600,600,600,600,600,190968
400,400,400,400,400,190969
600,800,800,800,800,190970
400,400,600,400,600,190971
400,400,400,400,400,190972
400,400,400,400,200,190973
400,600,600,600,200,190974
400,600,600,400,400,190975
600,600,600,600,600,190976
600,600,600,600,400,190977
400,400,400,400,600,190978
400,600,400,400,600,190979
400,600,400,400,600,190980
400,600,400,600,600,190981
400,600,600,400,600,190982
400,400,400,400,400,190983
600,600,600,600,400,190984
400,400,400,600,400,190985
600,600,600,600,600,190986
400,400,400,400,200,190987
400,600,400,600,400,190988
400,600,600,600,600,190989
400,400,400,400,400,190990
600,600,600,400,400,190991
400,400,400,400,400,190992
400,400,400,600,400,190993
600,600,600,600,1000,190994
400,400,400,400,400,190995
400,400,400,400,400,190996
600,600,600,600,600,190997
400,600,600,400,400,190998
400,400,400,600,0,190999
400,600,400,600,400,191000
400,400,600,600,400,191001
400,400,400,400,400,191002
400,600,400,400,600,191003
600,600,600,600,600,191004
400,600,400,600,600,191005
400,400,400,400,600,191006
600,600,400,400,400,191007
400,400,400,400,400,191008
400,400,400,600,600,191009
400,400,400,400,400,191010
400,400,400,600,400,191011
400,600,600,600,600,191012
400,400,400,400,400,191013
400,600,600,400,600,191014
400,400,400,400,400,191015
400,600,600,400,600,191016
600,600,600,800,600,191017
400,400,600,600,200,191018
400,600,600,600,600,191019
400,600,400,600,600,191020
600,600,600,600,600,191021
600,600,600,400,800,191022
400,600,400,400,200,191023
400,600,400,400,600,191024
400,400,400,400,400,191025
600,600,600,400,600,191026
400,400,400,600,400,191027
400,600,400,400,400,191028
400,600,600,400,600,191029
400,600,600,600,600,191030
400,400,400,400,400,191031
400,600,600,600,600,191032
400,400,400,400,600,191033
400,600,400,600,600,191034
600,600,600,600,600,191035
400,600,600,600,800,191036
400,600,600,600,600,191037
400,400,600,400,400,191038
400,400,400,600,400,191039
600,600,400,400,800,191040
400,600,400,600,400,191041
400,400,400,400,400,191042
400,600,600,600,600,191043
400,600,600,600,600,191044
400,600,400,400,400,191045
400,400,400,600,400,191046
400,400,600,400,600,191047
400,600,400,400,400,191048
400,600,400,400,600,191049
400,400,400,400,400,191050
400,400,400,600,400,191051
400,600,400,400,600,191052
400,400,400,600,600,191053
400,400,400,400,600,191054
400,400,400,400,400,191055
600,600,600,600,600,191056
400,400,400,400,400,191057
400,400,400,400,600,191058
400,400,400,600,600,191059
400,400,400,400,400,191060
400,400,400,400,400,191061
600,600,600,600,800,191062
400,600,600,600,600,191063
400,600,600,600,400,191064
600,600,600,400,600,191065
600,600,600,600,400,191066
400,400,400,400,600,191067
400,400,400,400,600,191068
400,400,400,400,400,191069
400,400,400,400,400,191070
400,600,600,600,400,191071
600,600,600,600,600,191072
400,600,600,600,400,191073
400,600,400,400,800,191074
400,600,600,600,600,191075
400,400,400,400,400,191076
400,400,400,400,400,191077
400,600,600,400,800,191078
600,400,600,600,400,191079
400,600,600,400,800,191080
600,600,400,400,600,191081
600,400,600,400,400,191082
400,400,400,600,600,191083
400,400,400,400,400,191084
400,400,400,400,400,191085
600,600,600,400,800,191086
400,400,400,400,400,191087
400,400,600,400,600,191088
400,600,400,600,400,191089
400,400,600,600,600,191090
400,600,600,600,600,191091
400,600,600,600,800,191092
400,400,400,600,600,191093
400,600,600,600,400,191094
400,600,600,400,800,191095
400,400,400,600,400,191096
400,600,400,400,600,191097
600,400,400,600,400,191098
400,600,600,600,400,191099
400,600,600,400,400,191100
400,400,600,400,600,191101
400,600,400,400,600,191102
400,400,400,600,400,191103
400,400,400,400,400,191104
400,400,400,400,400,191105
400,600,600,600,600,191106
400,400,600,400,400,191107
400,400,400,600,400,191108
400,600,400,400,400,191109
400,400,400,400,400,191110
600,600,600,600,600,191111
600,800,600,600,600,191112
400,600,600,400,800,191113
400,400,400,600,600,191114
400,600,600,600,600,191115
600,600,400,400,400,191116
400,600,600,600,600,191117
400,400,400,600,400,191118
600,600,600,400,400,191119
400,600,400,400,600,191120
600,600,600,400,800,191121
400,400,400,600,400,191122
600,600,600,400,600,191123
400,600,600,600,600,191124
400,400,400,400,200,191125
400,400,400,400,200,191126
600,600,600,600,400,191127
600,600,600,600,600,191128
400,400,400,400,400,191129
600,600,600,600,600,191130
400,600,600,600,600,191131
400,400,400,400,600,191132
400,400,600,600,800,191133
600,600,600,600,400,191134
400,600,400,400,0,191135
400,400,600,400,400,191136
600,600,400,600,200,191137
600,600,400,600,600,191138
600,600,600,600,600,191139
400,400,400,600,400,191140
400,600,600,400,600,191141
600,400,400,400,400,191142
600,600,600,600,400,191143
600,600,600,400,400,191144
400,600,400,600,600,191145
400,400,400,400,600,191146
400,400,600,400,800,191147
600,600,600,600,800,191148
400,600,600,400,0,191149
400,400,400,400,600,191150
400,600,600,400,600,191151
400,600,600,800,400,191152
600,600,600,600,600,191153
600,400,400,400,400,191154
400,400,400,400,600,191155
400,400,400,400,400,191156
600,600,400,600,600,191157
400,400,400,400,400,191158
400,400,400,400,400,191159
400,600,400,400,200,191160
400,400,400,600,600,191161
400,400,400,600,600,191162
400,600,600,600,600,191163
400,400,400,400,400,191164
400,600,400,600,400,191165
400,400,400,600,600,191166
600,600,400,600,400,191167
400,600,400,600,400,191168
400,400,400,400,600,191169
600,600,600,600,800,191170
400,600,600,400,0,191171
400,600,400,400,600,191172
600,600,600,600,600,191173
400,400,400,400,600,191174
400,600,600,600,400,191175
400,400,400,400,400,191176
400,400,400,400,0,191177
