NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NU_NOTA_REDACAO,IDX
400,600,400,400,400,236937
400,600,600,600,600,236938
400,600,600,400,600,236939
600,600,600,600,600,236940
400,400,600,600,600,236941
400,400,400,400,400,236942
400,600,600,600,400,236943
600,600,600,600,600,236944
400,600,600,600,600,236945
400,400,400,400,600,236946
400,600,600,600,400,236947
600,600,600,400,600,236948
400,400,400,600,800,236949
400,600,400,600,0,236950
400,600,400,600,800,236951
400,600,400,400,400,236952
400,400,600,600,600,236953
400,400,400,400,400,236954
400,400,400,400,600,236955
400,600,600,600,400,236956
400,400,400,600,400,236957
400,600,400,400,400,236958
600,600,600,600,600,236959
400,400,600,400,400,236960
400,600,400,400,400,236961
400,600,400,400,400,236962
400,400,400,600,400,236963
600,600,600,600,400,236964
600,800,600,600,600,236965
400,600,400,400,600,236966
400,600,600,400,800,236967
400,400,400,400,400,236968
400,400,400,400,600,236969
400,600,600,400,400,236970
400,600,400,600,600,236971
600,600,600,600,400,236972
400,400,400,400,600,236973
400,600,400,400,600,236974
400,600,400,400,400,236975
400,600,400,400,0,236976
400,400,400,600,400,236977
600,800,600,800,800,236978
400,400,400,600,800,236979
600,600,600,600,600,236980
400,400,400,400,400,236981
400,600,400,400,600,236982
400,600,600,600,200,236983
400,600,600,400,600,236984
400,400,400,600,600,236985
400,400,400,400,400,236986
600,800,600,800,1000,236987
400,600,400,600,600,236988
400,600,600,600,600,236989
400,600,400,600,400,236990
400,400,400,400,400,236991
600,600,600,600,400,236992
600,600,600,600,400,236993
600,600,600,600,600,236994
600,600,600,600,800,236995
400,600,600,400,600,236996
400,600,600,400,800,236997
400,600,400,400,400,236998
400,600,400,400,400,236999
600,600,600,600,400,237000
600,600,600,800,800,237001
400,600,400,600,400,237002
400,400,400,600,600,237003
400,600,600,600,400,237004
400,600,400,600,600,237005
400,400,400,600,600,237006
400,400,400,400,600,237007
400,400,400,600,400,237008
400,400,400,400,400,237009
600,600,600,400,800,237010
400,600,600,600,600,237011
400,400,600,600,400,237012
400,400,400,400,600,237013
600,600,600,800,800,237014
400,400,400,400,0,237015
600,400,600,400,400,237016
400,400,400,400,600,237017
400,600,600,400,600,237018
600,600,600,600,400,237019
400,400,400,400,0,237020
400,400,600,400,400,237021
400,400,400,400,400,237022
600,600,600,600,600,237023
400,600,400,400,0,237024
600,600,600,600,600,237025
400,400,400,600,400,237026
400,600,600,600,400,237027
400,400,400,600,400,237028
400,600,600,600,600,237029
400,600,600,600,600,237030
400,600,400,400,600,237031
400,400,400,400,400,237032
400,400,400,600,600,237033
600,600,600,600,600,237034
400,400,600,600,600,237035
600,600,600,600,400,237036
400,600,400,600,400,237037
400,400,400,600,400,237038
600,600,600,600,600,237039
400,400,400,400,400,237040
400,600,600,600,0,237041
400,400,400,400,600,237042
600,400,400,400,400,237043
400,600,400,400,400,237044
400,400,600,400,600,237045
400,400,400,600,400,237046
600,600,600,600,600,237047
400,600,400,600,600,237048
600,800,600,600,600,237049
400,600,600,600,600,237050
400,400,600,400,400,237051
400,400,400,400,600,237052
400,600,400,400,400,237053
400,400,400,400,400,237054
400,400,400,400,0,237055
400,400,400,600,400,237056
400,600,400,600,400,237057
400,600,600,600,400,237058
400,600,400,400,600,237059
400,400,400,600,400,237060
600,600,600,600,400,237061
400,600,400,600,600,237062
400,400,600,400,400,237063
600,600,600,600,600,237064
400,400,400,400,400,237065
400,400,400,400,400,237066
600,600,400,400,600,237067
400,600,600,600,600,237068
600,600,600,600,600,237069
400,400,400,400,600,237070
400,400,400,400,400,237071
400,400,400,600,800,237072
400,400,400,400,200,237073
600,600,600,600,800,237074
600,400,400,600,400,237075
600,800,600,800,800,237076
400,600,600,600,600,237077
400,400,600,400,600,237078
600,600,600,600,600,237079
400,400,600,400,600,237080
400,400,600,400,400,237081
400,600,600,600,600,237082
400,400,400,400,400,237083
400,400,400,400,600,237084
400,400,400,400,400,237085
400,400,400,400,600,237086
400,600,400,400,400,237087
400,600,400,600,400,237088
400,400,400,600,600,237089
600,600,600,800,800,237090
600,600,600,600,1000,237091
400,600,400,400,400,237092
400,600,600,400,400,237093
600,600,600,600,600,237094
400,400,400,400,400,237095
400,400,400,400,400,237096
400,600,600,600,400,237097
400,400,400,600,400,237098
400,600,600,600,600,237099
600,600,600,600,600,237100
600,600,400,600,400,237101
600,400,400,400,400,237102
600,600,600,600,600,237103
800,600,600,800,1000,237104
600,600,600,600,600,237105
400,600,600,600,1000,237106
400,400,400,600,600,237107
400,400,400,400,400,237108
400,400,600,400,600,237109
400,400,400,400,200,237110
400,600,400,400,600,237111
400,400,600,400,600,237112
400,400,400,400,400,237113
600,600,600,600,600,237114
600,600,400,400,600,237115
400,400,400,400,400,237116
400,600,400,400,400,237117
400,400,400,600,400,237118
400,600,600,400,600,237119
400,400,400,400,600,237120
400,400,400,400,600,237121
400,600,400,600,400,237122
400,400,400,400,600,237123
600,600,600,600,800,237124
400,400,400,600,600,237125
400,600,200,400,0,237126
400,600,600,400,200,237127
400,400,400,400,400,237128
400,400,400,400,400,237129
400,600,400,600,600,237130
400,600,400,400,600,237131
600,600,600,600,400,237132
400,600,600,600,400,237133
600,600,600,600,400,237134
400,400,400,400,400,237135
400,600,400,400,400,237136
400,400,400,400,200,237137
400,600,600,400,0,237138
600,600,600,600,600,237139
600,600,600,600,600,237140
600,400,600,600,600,237141
400,600,400,400,400,237142
400,600,400,600,600,237143
400,400,400,600,400,237144
600,600,600,400,400,237145
400,400,600,400,800,237146
400,400,600,400,600,237147
400,600,400,600,400,237148
400,600,600,600,600,237149
600,400,600,600,400,237150
400,600,400,400,600,237151
400,400,400,400,400,237152
400,400,400,400,600,237153
400,400,400,400,400,237154
400,600,600,600,400,237155
400,600,400,400,600,237156
400,400,400,400,0,237157
400,400,400,600,600,237158
400,400,400,600,400,237159
400,400,400,600,400,237160
600,600,400,600,600,237161
600,600,400,600,800,237162
400,400,400,400,400,237163
400,400,400,600,200,237164
400,400,400,400,200,237165
400,400,400,400,400,237166
600,600,600,800,800,237167
400,400,400,600,600,237168
400,400,600,400,600,237169
400,400,400,600,600,237170
400,400,600,400,600,237171
600,600,600,600,600,237172
600,600,600,600,1000,237173
400,400,400,600,400,237174
400,400,600,400,600,237175
400,600,600,400,600,237176
600,600,400,600,800,237177
400,400,600,400,400,237178
400,400,600,400,600,237179
400,400,600,600,600,237180
400,600,600,400,600,237181
400,400,400,600,800,237182
400,400,400,600,600,237183
400,600,600,600,800,237184
600,600,600,600,400,237185
600,600,600,600,400,237186
400,600,600,400,600,237187
400,600,600,600,800,237188
600,600,600,600,600,237189
400,600,400,600,400,237190
600,400,600,600,400,237191
400,400,400,400,400,237192
400,400,400,400,600,237193
400,400,400,600,400,237194
400,600,600,600,600,237195
400,600,600,600,600,237196
400,600,400,400,400,237197
600,600,400,600,600,237198
400,600,400,400,400,237199
400,600,600,600,800,237200
400,400,400,400,400,237201
400,400,400,400,0,237202
600,600,400,600,800,237203
600,600,400,600,600,237204
400,400,400,600,600,237205
400,400,400,600,600,237206
400,400,400,400,400,237207
600,400,400,400,400,237208
400,400,400,400,400,237209
400,400,400,600,400,237210
400,600,600,400,600,237211
400,400,400,600,400,237212
400,400,400,600,400,237213
400,600,600,600,600,237214
400,600,600,600,600,237215
600,400,400,400,400,237216
400,600,400,400,400,237217
600,600,600,600,600,237218
400,600,600,400,600,237219
400,400,600,600,600,237220
400,600,600,600,600,237221
400,400,400,400,400,237222
400,400,400,400,200,237223
400,400,400,400,600,237224
600,600,600,600,400,237225
600,600,400,400,600,237226
400,400,400,600,400,237227
400,400,400,400,200,237228
400,600,400,600,600,237229
400,400,400,400,400,237230
600,600,600,600,400,237231
600,600,600,600,600,237232
400,600,400,600,200,237233
400,400,400,400,400,237234
400,600,600,400,600,237235
400,400,400,400,800,237236
400,400,400,400,400,237237
400,600,400,400,400,237238
400,400,400,400,400,237239
600,600,600,600,400,237240
400,600,600,600,400,237241
600,600,600,600,600,237242
400,400,400,400,400,237243
600,600,600,400,600,237244
400,400,400,400,400,237245
400,600,400,400,600,237246
400,600,600,600,400,237247
400,400,600,600,800,237248
400,800,600,600,600,237249
400,400,400,400,200,237250
400,600,400,600,400,237251
600,600,600,600,600,237252
400,400,400,400,400,237253
400,400,400,400,0,237254
600,600,400,600,800,237255
600,600,600,800,800,237256
400,400,400,400,0,237257
400,600,400,400,600,237258
400,400,400,400,400,237259
600,600,600,600,600,237260
400,400,400,400,400,237261
400,600,400,400,400,237262
400,600,400,600,600,237263
400,400,400,400,600,237264
400,600,600,600,800,237265
600,400,400,400,600,237266
400,400,400,400,400,237267
600,400,600,600,600,237268
400,600,400,400,400,237269
600,600,600,600,600,237270
400,600,400,600,400,237271
600,400,400,600,400,237272
600,600,600,600,600,237273
400,400,400,600,200,237274
400,400,400,400,400,237275
400,400,400,600,200,237276
400,400,400,400,400,237277
400,600,400,400,600,237278
600,600,600,600,600,237279
600,600,600,600,800,237280
400,600,600,400,600,237281
600,600,600,600,600,237282
400,600,600,400,400,237283
400,600,600,400,400,237284
400,600,400,400,600,237285
400,600,400,400,600,237286
400,400,400,400,600,237287
400,600,600,600,600,237288
600,400,400,400,400,237289
400,400,400,400,400,237290
400,400,400,400,0,237291
600,600,600,600,400,237292
400,400,400,600,400,237293
400,400,400,400,400,237294
400,400,400,600,400,237295
400,400,400,400,400,237296
400,600,600,400,600,237297
400,600,600,400,400,237298
400,400,400,400,400,237299
400,600,600,600,600,237300
400,600,600,400,800,237301
400,600,400,400,400,237302
400,400,600,400,400,237303
600,600,600,600,600,237304
400,400,600,600,600,237305
400,600,600,600,400,237306
600,600,600,600,400,237307
600,600,600,600,800,237308
400,400,600,600,800,237309
400,600,600,600,400,237310
400,400,600,600,600,237311
400,600,400,400,400,237312
400,600,400,400,400,237313
400,400,400,600,600,237314
400,400,400,600,600,237315
400,600,400,400,400,237316
400,400,400,400,600,237317
400,400,400,400,400,237318
600,600,600,600,600,237319
400,400,400,400,400,237320
400,400,400,600,600,237321
400,400,400,600,600,237322
600,600,600,600,600,237323
400,600,400,400,400,237324
600,600,600,600,600,237325
400,400,400,400,0,237326
400,600,400,400,800,237327
400,400,400,400,400,237328
400,600,400,400,400,237329
400,600,400,400,400,237330
400,400,400,400,600,237331
400,400,400,400,400,237332
400,400,400,400,200,237333
400,600,400,400,400,237334
400,400,400,400,200,237335
400,400,400,400,400,237336
600,600,600,600,1000,237337
600,600,600,400,600,237338
600,600,600,600,600,237339
400,600,400,400,400,237340
400,400,400,600,400,237341
400,600,400,400,600,237342
600,600,600,600,800,237343
400,400,400,400,600,237344
400,600,600,600,600,237345
400,400,400,400,400,237346
400,400,400,400,800,237347
600,600,600,600,600,237348
400,600,400,400,600,237349
600,600,600,600,600,237350
600,600,600,600,600,237351
400,600,400,400,400,237352
400,400,400,400,400,237353
400,400,600,600,600,237354
400,600,400,400,400,237355
600,600,600,400,600,237356
600,600,600,600,600,237357
400,400,400,400,600,237358
400,600,600,600,600,237359
400,400,400,400,600,237360
400,400,400,400,600,237361
400,600,600,400,0,237362
400,400,400,400,400,237363
400,600,400,400,0,237364
400,400,400,400,400,237365
400,600,400,400,600,237366
400,400,400,400,600,237367
600,600,600,600,600,237368
400,600,400,600,600,237369
600,800,600,600,600,237370
600,800,600,800,600,237371
600,600,600,600,600,237372
400,400,600,600,200,237373
400,400,400,400,400,237374
600,600,600,600,800,237375
400,600,400,600,0,237376
400,600,400,400,600,237377
400,400,400,600,600,237378
400,400,600,400,400,237379
400,600,600,600,600,237380
400,400,400,400,600,237381
400,400,400,400,400,237382
600,600,600,400,600,237383
600,600,600,400,400,237384
400,400,400,400,600,237385
600,400,400,600,600,237386
600,400,600,600,600,237387
400,400,400,600,400,237388
400,600,400,400,400,237389
400,400,400,400,400,237390
400,600,600,400,600,237391
400,400,400,600,400,237392
600,600,400,800,400,237393
400,400,400,400,400,237394
400,400,400,400,400,237395
400,400,400,600,400,237396
400,400,400,400,400,237397
400,400,400,400,400,237398
400,400,400,400,800,237399
400,400,400,400,600,237400
600,600,600,600,400,237401
600,600,600,600,400,237402
400,400,400,400,400,237403
600,600,600,600,600,237404
600,600,600,600,800,237405
400,400,400,400,200,237406
400,400,400,400,600,237407
400,600,400,400,400,237408
400,400,400,400,0,237409
400,600,600,600,600,237410
400,400,400,600,400,237411
400,600,400,400,600,237412
400,400,400,600,600,237413
400,400,400,400,600,237414
400,400,400,600,0,237415
400,400,600,600,400,237416
600,600,600,400,800,237417
600,600,600,600,600,237418
400,400,400,600,600,237419
400,600,600,600,600,237420
400,400,400,400,400,237421
400,400,400,400,400,237422
400,400,400,400,0,237423
400,600,600,400,600,237424
400,400,600,400,400,237425
400,400,400,400,400,237426
400,600,600,600,600,237427
600,600,600,600,400,237428
400,400,400,400,600,237429
400,600,400,400,400,237430
400,600,600,600,600,237431
400,600,400,400,600,237432
400,400,400,400,200,237433
400,400,400,400,400,237434
600,600,400,600,400,237435
400,400,400,600,600,237436
400,400,600,400,600,237437
600,600,600,600,600,237438
400,400,400,400,400,237439
400,400,400,400,200,237440
400,600,400,400,400,237441
400,400,400,400,400,237442
400,600,400,600,400,237443
400,600,400,600,400,237444
400,600,600,600,400,237445
400,600,400,400,400,237446
400,600,400,400,200,237447
600,600,600,400,800,237448
400,400,400,400,400,237449
400,600,400,400,200,237450
400,600,600,600,400,237451
400,400,400,400,600,237452
600,400,400,600,600,237453
400,600,600,400,600,237454
600,600,600,600,600,237455
600,600,600,600,600,237456
600,600,600,600,800,237457
400,400,600,600,600,237458
400,600,600,600,400,237459
400,600,400,400,400,237460
600,600,600,400,400,237461
400,400,400,400,600,237462
400,400,400,400,600,237463
400,400,600,600,600,237464
400,400,600,600,400,237465
400,600,600,400,600,237466
400,400,400,600,0,237467
400,400,400,400,200,237468
600,600,600,600,600,237469
400,400,400,400,600,237470
400,400,400,400,600,237471
400,600,600,400,1000,237472
600,600,600,600,800,237473
600,600,400,600,600,237474
400,600,600,600,800,237475
400,400,400,400,600,237476
600,600,600,600,400,237477
400,400,400,400,600,237478
400,400,600,600,400,237479
600,600,600,600,400,237480
600,600,600,600,0,237481
400,600,600,400,400,237482
400,400,400,400,400,237483
400,600,600,600,400,237484
400,600,600,800,600,237485
400,400,600,600,800,237486
400,400,400,600,600,237487
400,600,600,600,600,237488
600,600,600,400,600,237489
600,600,600,600,600,237490
600,600,600,600,600,237491
400,400,400,400,400,237492
600,600,600,800,600,237493
400,400,600,400,400,237494
400,400,400,400,600,237495
400,400,600,400,400,237496
600,600,600,800,800,237497
400,400,400,400,400,237498
400,400,400,400,400,237499
400,600,600,600,400,237500
400,400,400,400,400,237501
600,600,600,600,400,237502
400,400,600,400,400,237503
400,600,600,600,1000,237504
400,400,400,400,200,237505
400,400,400,400,400,237506
600,600,600,600,600,237507
400,400,400,400,600,237508
600,600,600,600,600,237509
400,400,400,600,400,237510
400,600,600,400,600,237511
400,400,600,400,200,237512
600,600,600,600,600,237513
400,400,400,400,400,237514
400,400,400,400,400,237515
600,600,600,600,400,237516
600,600,600,600,600,237517
600,600,600,600,600,237518
600,600,600,600,600,237519
400,400,400,400,200,237520
600,600,600,600,800,237521
400,400,400,400,400,237522
400,400,400,400,600,237523
400,600,600,400,600,237524
600,600,600,600,600,237525
400,400,400,400,400,237526
400,400,400,400,600,237527
600,400,400,400,200,237528
400,600,400,400,400,237529
400,400,400,400,600,237530
400,400,400,600,600,237531
600,600,600,600,600,237532
400,400,400,400,800,237533
400,400,400,400,400,237534
600,600,400,400,400,237535
400,600,600,600,600,237536
600,600,400,600,400,237537
600,600,600,600,200,237538
400,400,400,600,400,237539
400,400,600,400,400,237540
400,600,400,400,400,237541
600,600,600,600,600,237542
400,600,600,600,400,237543
400,600,600,400,600,237544
400,400,400,400,600,237545
400,600,600,600,400,237546
400,400,400,400,400,237547
600,600,600,600,800,237548
400,400,400,600,400,237549
400,400,400,400,400,237550
400,400,400,600,600,237551
400,400,400,400,600,237552
400,600,600,600,600,237553
400,400,400,400,400,237554
600,600,600,600,600,237555
400,600,600,600,800,237556
600,600,400,400,600,237557
400,400,400,400,200,237558
400,400,400,600,600,237559
600,600,600,600,600,237560
400,600,600,600,600,237561
400,400,400,600,400,237562
400,400,400,600,800,237563
600,600,600,600,600,237564
400,600,600,600,600,237565
400,400,400,400,400,237566
400,400,400,400,400,237567
400,400,400,600,600,237568
600,600,600,600,600,237569
400,400,400,400,600,237570
400,600,400,600,0,237571
400,400,600,600,600,237572
400,600,400,600,600,237573
400,400,400,400,600,237574
600,600,600,600,400,237575
400,400,400,600,400,237576
400,600,400,400,600,237577
400,400,400,600,400,237578
400,600,400,400,600,237579
400,400,400,600,400,237580
600,600,600,600,600,237581
400,400,400,400,400,237582
400,600,600,400,600,237583
600,600,400,600,800,237584
600,600,600,600,800,237585
400,400,400,600,200,237586
400,600,600,600,800,237587
400,400,600,400,600,237588
400,400,400,400,400,237589
400,400,600,400,400,237590
400,600,400,600,600,237591
600,600,400,600,600,237592
400,400,400,400,400,237593
600,600,600,600,800,237594
400,600,600,600,600,237595
400,400,400,400,400,237596
400,600,600,600,600,237597
600,600,800,800,800,237598
400,400,400,600,400,237599
400,600,600,600,400,237600
400,400,400,400,600,237601
400,400,400,400,600,237602
400,400,400,400,600,237603
600,600,600,600,600,237604
600,600,600,600,800,237605
400,400,400,600,600,237606
400,400,400,600,600,237607
400,600,600,600,600,237608
400,400,400,400,600,237609
400,600,400,600,400,237610
400,600,600,600,800,237611
400,600,600,600,400,237612
600,600,600,600,600,237613
600,600,600,600,600,237614
600,600,600,800,600,237615
400,600,600,400,600,237616
600,400,600,600,600,237617
400,600,600,400,400,237618
600,800,600,600,600,237619
400,600,600,400,400,237620
400,400,400,400,200,237621
600,600,600,600,600,237622
600,600,600,400,600,237623
400,400,400,400,400,237624
400,600,600,400,0,237625
400,400,400,400,400,237626
400,600,400,400,600,237627
400,400,400,400,200,237628
400,600,600,600,400,237629
400,600,600,600,600,237630
400,400,600,400,400,237631
400,600,400,400,400,237632
400,400,600,400,400,237633
400,400,400,400,800,237634
600,400,400,600,400,237635
400,400,600,400,600,237636
400,400,400,600,400,237637
600,600,600,600,600,237638
400,600,600,600,600,237639
600,600,600,600,400,237640
400,600,600,600,600,237641
400,600,400,600,400,237642
400,600,600,600,400,237643
400,600,600,400,600,237644
400,600,400,400,600,237645
400,400,600,400,400,237646
400,400,400,600,400,237647
600,600,600,400,600,237648
400,600,600,600,600,237649
400,400,400,400,600,237650
600,400,400,600,600,237651
600,600,600,800,800,237652
600,600,600,600,800,237653
600,600,600,600,600,237654
600,600,600,600,600,237655
400,600,600,400,600,237656
400,400,400,400,400,237657
400,400,400,400,600,237658
400,400,400,400,600,237659
400,400,400,600,400,237660
400,600,400,400,400,237661
400,400,400,400,400,237662
400,600,400,400,400,237663
400,600,600,600,800,237664
400,400,400,400,200,237665
400,400,400,400,600,237666
400,600,400,600,400,237667
600,600,600,600,600,237668
600,600,600,600,400,237669
400,600,400,600,600,237670
600,600,600,400,600,237671
400,400,400,600,600,237672
600,600,600,600,600,237673
400,600,600,600,600,237674
400,400,400,400,600,237675
600,600,600,600,600,237676
400,600,600,600,600,237677
400,400,400,600,600,237678
400,600,600,600,400,237679
400,600,400,400,400,237680
400,600,400,400,400,237681
400,400,400,400,400,237682
600,600,600,600,400,237683
400,400,400,400,400,237684
400,400,400,400,600,237685
400,400,600,600,600,237686
600,400,400,400,400,237687
600,400,400,400,400,237688
400,600,600,400,400,237689
400,600,400,400,600,237690
400,600,600,600,400,237691
600,600,600,600,600,237692
400,400,400,400,0,237693
600,600,600,600,800,237694
600,600,600,600,600,237695
600,600,600,600,600,237696
400,400,400,600,800,237697
400,600,400,400,400,237698
400,600,600,400,400,237699
400,600,600,600,400,237700
400,400,600,400,600,237701
400,400,600,400,400,237702
600,400,400,400,600,237703
400,400,400,400,400,237704
400,400,400,400,400,237705
600,600,600,600,800,237706
600,600,400,400,600,237707
600,600,600,600,600,237708
400,400,400,400,200,237709
400,400,400,400,400,237710
600,600,600,600,400,237711
400,600,600,600,600,237712
400,600,600,600,800,237713
400,400,400,400,400,237714
400,600,600,400,800,237715
400,400,400,600,400,237716
400,400,400,600,400,237717
400,400,400,400,600,237718
400,400,400,400,400,237719
600,600,600,600,400,237720
400,400,400,400,400,237721
400,400,400,400,400,237722
600,600,400,400,400,237723
400,400,400,400,200,237724
400,400,400,400,400,237725
400,600,600,600,600,237726
600,600,400,400,600,237727
400,600,400,400,200,237728
600,600,600,600,600,237729
400,600,400,400,400,237730
400,400,400,400,400,237731
400,400,400,400,400,237732
400,600,400,400,400,237733
400,400,400,600,400,237734
400,400,400,400,0,237735
400,600,600,400,400,237736
400,400,400,600,600,237737
400,400,400,400,400,237738
400,600,400,400,400,237739
400,400,400,400,400,237740
400,600,400,400,600,237741
400,400,400,400,400,237742
600,600,600,600,800,237743
400,600,600,400,600,237744
600,600,600,400,800,237745
400,600,400,600,400,237746
400,600,600,600,400,237747
600,400,600,600,600,237748
400,400,400,400,200,237749
600,600,600,600,600,237750
600,600,600,600,1000,237751
400,400,400,400,600,237752
400,400,400,400,600,237753
400,600,400,400,400,237754
400,600,600,600,600,237755
400,600,600,600,400,237756
400,400,400,400,400,237757
600,600,400,400,400,237758
400,600,400,400,400,237759
600,400,400,600,600,237760
400,600,400,400,400,237761
400,600,400,600,600,237762
600,600,400,400,400,237763
400,600,400,400,400,237764
400,600,400,400,400,237765
600,600,600,600,600,237766
400,600,400,400,600,237767
600,800,600,600,600,237768
400,400,400,400,400,237769
400,400,400,400,400,237770
400,400,400,400,400,237771
400,400,400,400,400,237772
400,400,400,400,600,237773
400,400,400,400,400,237774
400,400,400,400,400,237775
400,400,600,400,600,237776
600,600,600,800,800,237777
400,600,400,400,400,237778
400,400,400,400,600,237779
400,400,400,400,400,237780
400,600,600,600,400,237781
400,400,400,400,400,237782
400,400,400,400,600,237783
400,400,400,400,400,237784
400,400,400,600,0,237785
400,400,400,400,400,237786
600,600,600,600,400,237787
600,400,400,600,600,237788
600,600,600,600,600,237789
600,600,600,600,600,237790
400,400,400,600,400,237791
600,600,600,600,600,237792
400,400,400,400,600,237793
400,400,400,400,400,237794
400,400,400,400,400,237795
600,600,600,400,800,237796
400,800,600,600,800,237797
400,400,400,400,400,237798
600,400,400,400,600,237799
600,600,600,600,600,237800
400,400,400,600,400,237801
400,600,400,600,600,237802
400,400,400,400,400,237803
400,600,600,800,600,237804
400,400,400,400,0,237805
400,600,600,400,400,237806
600,600,600,600,800,237807
400,600,400,400,400,237808
400,400,400,400,400,237809
400,400,400,400,600,237810
400,400,400,400,400,237811
400,400,400,600,200,237812
600,600,600,600,600,237813
400,400,600,600,400,237814
400,400,400,400,400,237815
600,600,600,800,800,237816
400,400,400,400,200,237817
400,600,400,600,400,237818
400,400,400,400,400,237819
400,400,400,400,400,237820
600,600,600,400,600,237821
400,600,400,400,400,237822
400,600,400,400,400,237823
400,600,600,400,600,237824
400,600,600,600,600,237825
400,600,600,400,600,237826
600,600,600,600,600,237827
400,400,600,400,600,237828
600,800,600,800,600,237829
400,400,600,600,600,237830
400,400,400,400,400,237831
400,400,400,600,600,237832
400,400,400,600,600,237833
400,600,400,600,400,237834
400,400,400,600,400,237835
600,600,600,800,600,237836
400,400,400,400,400,237837
400,600,400,600,400,237838
600,600,600,600,800,237839
600,600,600,600,600,237840
400,400,400,400,600,237841
400,600,600,600,400,237842
600,600,600,600,800,237843
400,400,600,400,400,237844
400,600,400,400,400,237845
600,600,600,600,600,237846
600,600,600,600,400,237847
400,600,600,400,400,237848
400,400,400,400,600,237849
400,600,600,400,600,237850
600,600,600,600,800,237851
600,600,600,400,600,237852
600,600,600,600,400,237853
400,400,400,600,400,237854
400,600,600,600,600,237855
600,600,600,400,400,237856
400,600,600,600,800,237857
400,400,400,400,0,237858
400,600,400,600,600,237859
400,400,400,400,400,237860
400,400,400,400,400,237861
400,600,600,400,400,237862
400,600,400,600,200,237863
400,400,600,400,400,237864
400,600,600,400,800,237865
400,600,600,400,600,237866
400,600,400,600,400,237867
400,400,400,600,400,237868
400,400,400,600,400,237869
400,400,600,600,400,237870
400,600,400,600,600,237871
400,400,400,400,400,237872
400,400,400,600,400,237873
600,400,400,400,600,237874
400,600,600,600,600,237875
600,600,600,600,400,237876
600,600,600,400,600,237877
400,400,200,400,200,237878
400,400,400,600,600,237879
400,400,400,600,400,237880
600,600,600,600,600,237881
400,600,400,400,600,237882
600,600,400,400,0,237883
400,400,400,400,400,237884
400,400,400,400,400,237885
400,400,400,400,400,237886
600,600,600,600,400,237887
400,600,400,400,400,237888
600,600,600,600,800,237889
400,400,400,400,400,237890
400,400,400,400,600,237891
600,600,600,800,1000,237892
400,600,400,600,400,237893
400,400,400,400,600,237894
400,600,600,600,600,237895
400,600,600,600,1000,237896
600,600,600,600,600,237897
400,600,400,600,400,237898
400,600,400,400,400,237899
400,600,400,600,600,237900
400,600,400,600,600,237901
600,600,600,400,400,237902
400,600,600,400,600,237903
400,600,400,600,600,237904
600,600,600,800,600,237905
400,400,400,400,400,237906
400,400,400,400,600,237907
600,600,600,800,600,237908
600,600,600,600,600,237909
400,600,400,400,600,237910
400,600,400,600,600,237911
600,600,600,800,600,237912
600,600,600,600,600,237913
400,600,400,400,400,237914
400,600,600,800,600,237915
400,400,400,600,400,237916
400,600,600,400,400,237917
400,400,400,600,400,237918
400,400,400,600,400,237919
400,600,400,600,600,237920
400,600,400,400,400,237921
400,600,400,600,600,237922
400,400,400,400,800,237923
600,600,600,400,400,237924
600,800,600,600,800,237925
400,400,400,400,400,237926
600,600,600,600,600,237927
400,600,600,600,800,237928
400,400,400,400,400,237929
400,400,400,600,600,237930
600,600,600,600,800,237931
400,400,400,400,400,237932
400,400,400,400,0,237933
600,600,600,400,800,237934
600,600,600,600,600,237935
600,400,600,400,400,237936
400,600,400,600,400,237937
400,400,400,400,400,237938
400,600,600,600,600,237939
400,600,600,400,600,237940
400,400,400,400,200,237941
400,400,400,600,400,237942
400,400,400,400,400,237943
400,400,400,400,600,237944
400,600,400,400,400,237945
400,600,400,400,400,237946
400,400,600,600,400,237947
600,600,600,400,600,237948
400,400,400,400,400,237949
400,600,600,400,400,237950
600,600,400,400,400,237951
400,600,600,600,800,237952
600,600,600,600,400,237953
400,400,400,600,600,237954
400,400,400,400,600,237955
400,400,400,400,600,237956
400,400,400,400,400,237957
400,400,400,400,600,237958
400,400,400,400,400,237959
400,600,400,600,800,237960
400,600,400,600,800,237961
600,600,400,600,600,237962
400,400,400,400,200,237963
400,400,400,400,400,237964
400,600,600,600,600,237965
600,600,600,600,400,237966
400,600,600,600,600,237967
400,600,400,600,600,237968
600,800,600,600,800,237969
400,400,400,400,400,237970
600,600,600,600,600,237971
400,600,600,600,600,237972
400,400,400,400,400,237973
400,600,400,400,600,237974
400,600,600,400,600,237975
400,400,400,400,400,237976
600,600,600,600,400,237977
600,400,600,600,600,237978
400,400,400,600,400,237979
400,600,600,600,600,237980
400,400,400,400,0,237981
400,400,600,400,400,237982
400,400,400,400,400,237983
400,400,400,400,400,237984
600,600,600,600,600,237985
400,400,400,400,400,237986
400,600,600,600,800,237987
400,400,400,600,600,237988
400,400,600,400,400,237989
400,600,600,400,800,237990
600,600,600,600,600,237991
400,400,400,600,400,237992
400,600,400,400,400,237993
400,400,400,400,200,237994
400,400,400,600,600,237995
400,600,600,400,600,237996
400,600,400,400,400,237997
600,800,600,800,400,237998
600,600,600,600,800,237999
600,800,600,800,1000,238000
600,800,600,600,800,238001
400,400,400,400,200,238002
400,400,600,600,600,238003
400,400,600,400,400,238004
400,400,400,400,400,238005
400,400,400,400,400,238006
600,600,600,600,600,238007
400,400,400,400,400,238008
