UF_RESIDENCIA,IDADE,TP_SEXO,ST_CONCLUSAO,ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,IDX
6,18,0,2,0,2,0,3,185955
6,16,1,3,0,0,0,2,185956
20,14,0,3,0,0,0,3,185957
11,46,0,1,2004,0,1,1,185958
18,20,1,1,2012,0,0,3,185959
6,24,1,1,2007,0,1,2,185960
8,51,1,1,2004,0,1,3,185961
20,19,1,1,2012,0,0,1,185962
14,37,0,1,2004,0,1,1,185963
13,41,1,1,2004,0,0,1,185964
17,24,1,1,2007,0,1,1,185965
25,19,1,1,2012,0,0,2,185966
4,21,0,1,2010,0,0,3,185967
2,24,0,1,2009,0,0,3,185968
25,18,0,1,2012,0,0,1,185969
25,26,0,1,2006,0,0,1,185970
20,59,0,1,2004,0,0,1,185971
16,26,1,1,2004,0,0,1,185972
18,16,1,3,0,0,0,3,185973
2,25,0,1,2005,0,0,1,185974
17,22,1,1,0,0,0,3,185975
10,26,0,1,2004,0,0,1,185976
19,26,1,1,2004,0,0,3,185977
6,51,0,1,2004,0,1,3,185978
6,18,0,1,2012,0,0,3,185979
13,22,0,4,0,0,0,1,185980
5,25,0,1,2005,0,0,3,185981
16,42,1,1,2004,0,1,1,185982
19,20,0,1,2011,0,0,3,185983
6,19,0,1,2011,0,0,1,185984
25,31,1,1,2004,0,1,1,185985
10,23,1,1,2010,0,0,3,185986
8,28,0,1,2005,0,0,3,185987
13,19,0,1,2011,0,0,3,185988
25,19,1,1,2011,0,0,1,185989
19,17,0,2,0,1,0,2,185990
12,18,1,3,0,0,0,3,185991
10,24,0,3,0,0,0,3,185992
14,22,0,1,2009,0,0,1,185993
13,41,1,4,0,0,0,1,185994
7,33,1,1,2005,0,1,2,185995
22,54,1,1,2004,0,1,1,185996
15,38,0,1,2006,0,1,2,185997
25,25,1,1,2007,0,0,1,185998
14,15,1,3,0,0,0,3,185999
25,27,1,1,2004,0,1,1,186000
5,27,0,1,2012,0,0,1,186001
25,20,1,1,2009,0,0,1,186002
16,22,0,1,2008,0,0,3,186003
12,18,0,1,2012,0,0,1,186004
5,24,0,1,2006,0,1,3,186005
19,19,1,2,0,1,0,3,186006
25,15,0,2,0,2,0,1,186007
16,40,0,1,2004,0,2,1,186008
25,15,1,3,0,0,0,1,186009
14,30,0,1,2004,0,0,4,186010
14,15,0,3,0,0,0,3,186011
16,15,0,3,0,0,0,1,186012
5,19,0,1,2011,0,0,5,186013
16,19,1,4,0,0,1,1,186014
6,32,1,2,0,1,1,3,186015
13,42,0,1,2004,0,1,1,186016
5,26,1,1,2006,0,0,2,186017
25,17,1,2,0,2,0,2,186018
13,16,0,3,0,0,0,3,186019
5,22,0,1,2011,0,0,2,186020
22,21,1,1,2009,0,0,3,186021
14,18,0,1,2012,0,0,3,186022
16,18,0,2,0,1,0,1,186023
16,41,0,4,0,0,2,1,186024
13,21,0,1,2011,0,0,1,186025
19,29,1,1,2004,0,0,1,186026
25,17,1,2,0,1,0,1,186027
5,31,0,1,2004,0,0,3,186028
6,17,0,3,0,0,0,1,186029
6,26,0,1,2007,0,1,2,186030
16,18,0,1,2012,0,0,2,186031
6,19,0,1,2012,0,0,3,186032
21,21,0,1,2009,0,0,1,186033
16,30,0,1,2004,0,0,1,186034
10,19,0,1,2011,0,0,3,186035
25,30,1,1,2004,0,0,3,186036
13,20,1,4,0,0,0,1,186037
26,29,0,1,2006,0,2,4,186038
22,21,0,1,2011,0,0,0,186039
2,30,1,1,2009,0,1,3,186040
17,24,1,1,2006,0,0,2,186041
5,46,1,1,2004,0,1,3,186042
17,19,0,2,0,1,0,3,186043
17,20,0,1,2011,0,0,2,186044
17,25,1,1,2010,0,0,2,186045
14,25,0,1,2007,0,1,3,186046
6,15,0,3,0,0,0,3,186047
14,17,1,2,0,1,0,3,186048
8,37,0,1,2004,0,1,3,186049
19,17,0,3,0,0,0,3,186050
18,21,0,1,2011,0,0,0,186051
15,19,1,1,2011,0,0,1,186052
19,28,0,1,2004,0,0,3,186053
16,22,1,4,0,0,0,3,186054
25,16,0,3,0,0,0,1,186055
15,19,1,1,2011,0,0,1,186056
9,22,1,1,2009,0,0,1,186057
25,19,1,1,2011,0,0,1,186058
5,36,1,1,2004,0,1,3,186059
25,44,0,1,2004,0,0,3,186060
13,18,0,2,0,1,0,3,186061
20,30,0,1,2004,0,0,2,186062
13,28,1,1,2004,0,0,2,186063
19,56,0,1,2004,0,1,4,186064
16,17,1,2,0,1,0,3,186065
13,31,1,4,0,0,1,2,186066
24,18,0,2,0,1,0,1,186067
26,25,1,1,2010,0,0,3,186068
25,30,1,1,2004,0,0,1,186069
6,28,1,1,2004,0,0,1,186070
14,24,0,1,2008,0,0,2,186071
4,24,1,1,2006,0,1,3,186072
13,50,0,1,2004,0,0,0,186073
16,18,1,2,0,2,0,1,186074
17,18,1,3,0,0,0,3,186075
4,18,0,2,0,1,0,3,186076
17,17,0,4,0,0,0,3,186077
25,18,0,1,2012,0,0,3,186078
5,23,0,1,2009,0,0,3,186079
20,20,1,3,0,0,0,1,186080
17,23,1,1,2007,0,0,1,186081
13,17,0,2,0,1,0,3,186082
5,19,0,1,2011,0,0,3,186083
25,37,0,1,2004,0,2,2,186084
13,20,1,1,2011,0,0,1,186085
20,19,1,1,2011,0,0,1,186086
18,18,0,2,0,1,0,1,186087
4,22,1,1,2012,0,0,3,186088
18,19,0,1,2012,0,0,1,186089
20,21,1,1,2011,0,0,3,186090
4,25,1,1,2006,0,1,3,186091
17,45,1,4,0,0,1,3,186092
5,21,1,4,0,0,0,2,186093
17,18,1,2,0,2,0,1,186094
25,62,0,4,0,0,0,1,186095
13,37,1,4,0,0,1,1,186096
10,20,0,1,2011,0,0,3,186097
5,28,1,1,2012,0,1,3,186098
25,17,1,2,0,1,0,3,186099
6,18,0,3,0,0,0,3,186100
25,22,0,1,2009,0,0,1,186101
17,19,0,2,0,1,0,3,186102
15,15,0,3,0,0,0,3,186103
20,18,0,3,0,0,0,3,186104
15,29,1,1,2004,0,1,3,186105
5,17,0,3,0,0,0,1,186106
5,15,1,3,0,0,0,2,186107
7,19,0,2,0,1,0,1,186108
25,49,0,1,2004,0,0,1,186109
5,19,1,1,2012,0,0,2,186110
9,19,0,2,0,1,0,5,186111
5,26,0,1,2004,0,1,3,186112
5,25,0,1,2004,0,0,3,186113
25,18,0,1,2012,0,0,1,186114
21,51,1,1,2008,0,1,3,186115
6,34,1,1,2004,0,1,3,186116
19,16,1,3,0,0,0,1,186117
18,16,1,3,0,0,0,3,186118
10,18,1,1,2012,0,0,3,186119
17,18,1,2,0,1,0,3,186120
25,24,1,1,2006,0,0,1,186121
25,32,1,3,0,0,1,1,186122
25,20,1,1,2011,0,0,3,186123
2,17,1,4,0,0,0,1,186124
6,23,0,1,2007,0,0,2,186125
14,22,0,1,2008,0,0,3,186126
16,39,0,1,2009,0,0,1,186127
12,15,0,3,0,0,0,3,186128
13,44,0,2,0,1,1,1,186129
10,18,0,2,0,1,0,3,186130
25,28,0,1,2004,0,2,1,186131
25,16,1,3,0,0,0,3,186132
25,19,0,1,2011,0,0,2,186133
16,21,0,1,2011,0,0,1,186134
21,20,1,1,2012,0,0,1,186135
19,39,0,2,0,1,1,1,186136
16,19,1,1,2011,0,0,1,186137
16,46,1,1,2011,0,0,1,186138
14,29,0,2,0,1,0,3,186139
5,20,0,1,2011,0,0,2,186140
4,19,0,2,0,1,0,4,186141
13,18,0,2,0,1,0,3,186142
4,19,0,1,2012,0,0,3,186143
13,22,1,1,2010,0,0,1,186144
10,22,0,1,2011,0,0,3,186145
9,16,0,3,0,0,0,2,186146
13,20,0,1,2011,0,0,3,186147
16,30,1,4,0,0,0,3,186148
25,19,1,1,2012,0,0,1,186149
21,17,0,2,0,2,0,1,186150
21,21,1,1,2010,0,0,1,186151
19,41,0,1,2011,0,1,1,186152
16,28,1,1,2004,0,0,3,186153
14,21,0,4,0,0,0,1,186154
13,24,0,1,2007,0,0,2,186155
20,31,0,1,2012,0,0,2,186156
25,18,1,2,0,1,0,3,186157
25,27,0,4,0,0,0,3,186158
4,16,1,3,0,0,0,3,186159
13,17,0,3,0,0,0,3,186160
25,20,1,4,0,0,0,3,186161
13,36,0,3,0,0,2,1,186162
5,16,0,3,0,0,0,2,186163
5,34,0,1,2004,0,0,2,186164
25,34,1,1,2004,0,1,3,186165
16,20,0,1,2010,0,0,1,186166
13,17,1,2,0,1,0,1,186167
10,35,1,1,2012,0,2,2,186168
6,20,0,1,0,0,0,1,186169
19,17,0,3,0,0,0,3,186170
21,17,1,2,0,1,0,2,186171
6,21,1,1,2009,0,0,1,186172
19,43,1,1,2004,0,0,2,186173
10,22,0,2,0,1,0,3,186174
21,19,0,2,0,1,0,1,186175
4,38,0,4,0,0,0,0,186176
16,60,0,3,0,0,3,1,186177
25,18,1,2,0,1,0,1,186178
21,18,1,1,2011,0,0,1,186179
10,18,1,2,0,1,0,2,186180
6,19,1,1,2011,0,0,1,186181
25,32,0,1,2004,0,0,1,186182
14,37,0,1,2011,0,2,1,186183
19,18,0,3,0,0,0,3,186184
14,22,0,1,2010,0,0,3,186185
19,23,0,1,2008,0,0,4,186186
11,21,0,1,2010,0,1,3,186187
25,15,0,3,0,0,0,1,186188
18,18,0,2,0,1,0,3,186189
19,25,1,1,2006,0,0,1,186190
5,20,0,2,0,1,0,4,186191
13,19,1,1,2012,0,0,2,186192
2,29,1,1,2007,0,1,3,186193
5,16,0,3,0,0,0,3,186194
19,19,0,3,0,0,0,3,186195
20,22,0,1,2008,0,1,3,186196
6,21,0,4,0,0,1,1,186197
17,16,0,3,0,0,0,1,186198
16,19,0,4,0,0,0,1,186199
17,15,1,3,0,0,0,3,186200
24,16,0,3,0,0,0,1,186201
18,35,0,1,2004,0,1,3,186202
20,45,0,1,2004,0,0,1,186203
25,16,1,3,0,0,0,1,186204
12,20,1,1,2011,0,0,1,186205
13,15,1,3,0,0,0,3,186206
19,16,0,3,0,0,0,1,186207
25,27,0,1,2004,0,0,3,186208
16,17,0,2,0,1,0,1,186209
13,23,0,1,2008,0,0,2,186210
17,19,0,1,2012,0,0,3,186211
13,31,1,1,2004,0,0,3,186212
21,16,1,3,0,0,0,1,186213
2,25,0,1,2010,0,1,3,186214
5,19,0,4,0,0,0,1,186215
25,16,0,3,0,0,0,1,186216
25,17,0,2,0,1,0,1,186217
15,18,1,3,0,0,0,1,186218
16,17,1,2,0,1,0,1,186219
25,17,1,3,0,0,0,3,186220
21,24,1,1,2006,0,0,3,186221
26,31,0,1,2004,0,0,2,186222
25,20,0,1,2010,0,0,1,186223
5,20,1,1,2011,0,0,3,186224
14,23,0,1,2008,0,1,3,186225
20,18,0,3,0,0,0,3,186226
25,31,1,1,2004,0,1,3,186227
25,18,1,2,0,1,0,1,186228
8,18,1,2,0,1,0,1,186229
17,17,0,3,0,0,0,3,186230
18,31,0,1,2012,0,1,2,186231
5,16,0,3,0,0,0,3,186232
25,27,0,1,2008,0,0,3,186233
15,34,0,1,2004,0,0,3,186234
10,18,0,2,0,1,1,3,186235
13,16,0,3,0,0,0,3,186236
11,21,0,1,2010,0,0,1,186237
24,17,1,2,0,2,0,1,186238
13,18,0,1,2012,0,0,3,186239
8,17,1,2,0,1,0,3,186240
21,21,0,1,2009,0,0,1,186241
7,19,0,1,2012,0,0,1,186242
26,25,1,2,0,1,0,1,186243
25,20,1,1,2012,0,0,1,186244
16,21,1,1,2009,0,0,1,186245
8,18,1,2,0,1,0,3,186246
12,15,0,2,0,1,0,3,186247
26,34,1,1,2004,0,0,2,186248
6,18,0,1,2012,0,0,1,186249
16,19,1,1,2011,0,0,1,186250
25,32,1,1,2004,0,1,1,186251
14,28,1,1,2005,0,0,3,186252
4,24,0,1,2012,0,1,3,186253
6,18,0,1,2012,0,0,3,186254
25,17,1,3,0,0,0,1,186255
12,22,0,1,2010,0,0,3,186256
17,15,1,3,0,0,0,0,186257
6,26,1,4,0,0,1,3,186258
10,19,1,1,2012,0,0,2,186259
16,50,0,1,2004,0,0,1,186260
5,35,0,1,2004,0,0,0,186261
17,34,1,1,2004,0,0,5,186262
13,29,1,1,2004,0,0,1,186263
2,18,1,1,2012,0,0,2,186264
11,16,1,2,0,2,0,1,186265
14,15,0,3,0,0,0,3,186266
4,18,0,2,0,1,0,3,186267
14,38,1,1,2005,0,2,1,186268
6,39,1,4,0,0,0,1,186269
25,21,1,4,0,0,0,3,186270
14,29,0,1,2004,0,0,2,186271
13,23,1,2,0,1,0,1,186272
25,38,1,1,2004,0,0,1,186273
21,20,0,2,0,1,0,2,186274
24,27,0,1,2006,0,0,1,186275
10,24,0,1,2007,0,0,3,186276
19,16,0,3,0,0,0,1,186277
13,44,1,1,2004,0,1,0,186278
6,54,1,1,2004,0,1,3,186279
16,19,1,1,2012,0,0,1,186280
12,16,0,3,0,0,0,1,186281
5,23,1,1,2008,0,0,3,186282
17,16,1,2,0,1,0,3,186283
13,56,0,4,0,0,2,2,186284
10,24,0,1,2006,0,1,1,186285
16,37,0,1,2005,0,1,1,186286
14,16,0,3,0,0,0,1,186287
19,21,0,4,0,0,0,1,186288
26,21,1,1,2012,0,0,2,186289
17,19,0,3,0,0,0,3,186290
14,25,1,1,2007,0,0,3,186291
23,16,0,3,0,0,0,3,186292
25,36,1,1,2004,0,0,2,186293
13,19,1,4,0,0,0,2,186294
11,22,1,1,2007,0,0,1,186295
25,19,1,2,0,1,0,3,186296
4,20,1,2,0,1,0,3,186297
14,36,0,1,2004,0,1,3,186298
6,32,0,1,2004,0,0,2,186299
19,41,1,1,2007,0,1,2,186300
17,21,1,1,2011,0,0,1,186301
17,22,0,1,2010,0,0,1,186302
5,16,0,3,0,0,0,1,186303
13,20,1,1,2012,0,0,3,186304
25,22,0,1,2010,0,0,1,186305
21,17,0,2,0,1,0,3,186306
21,16,1,4,0,0,0,1,186307
14,34,0,2,0,1,0,3,186308
9,19,0,3,0,0,0,3,186309
17,22,1,1,2007,0,0,2,186310
25,16,0,1,2012,0,0,1,186311
13,17,0,2,0,1,0,3,186312
24,15,1,3,0,0,0,1,186313
13,16,1,3,0,0,0,3,186314
5,22,1,4,0,0,0,3,186315
22,18,0,1,2012,0,0,1,186316
5,15,0,3,0,0,0,3,186317
20,29,1,4,0,0,2,3,186318
13,16,0,3,0,0,0,1,186319
25,18,1,1,2012,0,0,1,186320
14,31,1,1,2004,0,1,3,186321
18,21,1,1,2011,0,0,2,186322
25,45,1,3,0,0,1,0,186323
16,15,0,3,0,0,0,1,186324
14,38,0,1,2010,0,0,1,186325
19,33,1,1,2004,0,0,3,186326
13,16,0,3,0,0,0,1,186327
19,20,0,1,2012,0,0,3,186328
6,18,1,3,0,0,0,3,186329
25,40,0,1,2012,0,0,1,186330
21,21,1,4,0,0,0,1,186331
9,18,0,2,0,1,0,2,186332
13,18,1,1,2012,0,0,1,186333
16,17,0,3,0,0,0,1,186334
13,23,0,1,2008,0,0,1,186335
13,24,0,1,2007,0,0,3,186336
14,16,0,3,0,0,0,3,186337
15,20,1,1,2012,0,0,0,186338
14,18,1,2,0,1,0,3,186339
6,17,0,3,0,0,0,3,186340
6,16,1,3,0,0,0,3,186341
25,18,0,1,2012,0,0,3,186342
16,21,0,1,2009,0,0,1,186343
12,32,0,4,0,0,0,1,186344
13,17,1,3,0,0,0,3,186345
7,20,1,3,0,0,0,3,186346
19,17,0,2,0,1,0,1,186347
9,21,0,2,0,1,0,4,186348
6,20,1,1,2011,0,0,1,186349
13,35,0,3,0,0,1,3,186350
24,23,1,1,2008,0,0,1,186351
4,31,0,1,2004,0,0,1,186352
11,16,1,3,0,0,0,1,186353
18,26,0,1,2006,0,0,3,186354
4,19,1,1,2011,0,0,3,186355
13,18,0,2,0,1,0,3,186356
25,18,1,1,2012,0,0,3,186357
25,16,0,3,0,0,0,1,186358
13,25,1,1,2007,0,0,1,186359
20,32,0,3,0,0,0,1,186360
25,37,1,4,0,0,0,1,186361
22,27,0,1,2004,0,1,3,186362
21,29,0,2,0,1,2,1,186363
14,17,0,3,0,0,0,3,186364
13,50,0,4,0,0,1,1,186365
16,17,1,2,0,1,0,1,186366
5,20,0,1,2012,0,0,2,186367
14,19,0,3,0,0,0,3,186368
22,24,1,2,0,1,0,3,186369
2,23,0,1,2008,0,0,3,186370
25,50,1,4,0,0,1,1,186371
27,20,1,1,2010,0,0,3,186372
5,19,0,1,2011,0,0,1,186373
14,17,1,3,0,0,0,3,186374
15,17,1,3,0,0,0,3,186375
17,18,0,3,0,0,0,1,186376
25,18,1,1,2012,0,0,3,186377
25,18,0,2,0,1,0,1,186378
6,14,0,3,0,0,0,3,186379
21,21,0,1,2011,0,0,1,186380
13,26,1,1,2005,0,0,1,186381
13,18,0,1,2012,0,0,2,186382
9,16,1,3,0,0,0,1,186383
25,16,1,3,0,0,0,1,186384
14,18,0,3,0,0,0,3,186385
17,15,0,3,0,0,0,3,186386
10,23,0,1,2009,0,0,3,186387
25,17,1,2,0,1,0,2,186388
2,18,0,1,2012,0,0,1,186389
20,19,0,2,0,1,0,1,186390
25,22,0,1,2009,0,0,1,186391
22,27,0,3,0,0,1,3,186392
19,18,1,2,0,1,0,3,186393
7,19,0,2,0,1,0,2,186394
25,22,1,1,2009,0,0,1,186395
14,18,0,1,2011,0,0,3,186396
25,15,1,3,0,0,0,1,186397
18,39,1,1,2009,0,1,3,186398
14,19,0,1,2012,0,0,3,186399
12,26,0,1,2007,0,0,3,186400
21,15,0,3,0,0,0,1,186401
14,30,0,1,2004,0,0,2,186402
15,22,1,1,2009,0,0,1,186403
25,20,0,4,0,0,1,1,186404
12,15,1,3,0,0,0,1,186405
14,22,0,1,2010,0,0,3,186406
5,19,1,1,2012,0,0,3,186407
10,19,0,1,2012,0,0,3,186408
21,31,0,1,2004,0,0,1,186409
4,20,1,1,2011,0,0,2,186410
19,20,1,1,2012,0,0,1,186411
5,24,1,1,2007,0,0,2,186412
5,15,1,3,0,0,0,3,186413
18,32,1,1,2004,0,1,1,186414
19,24,1,1,2011,0,0,2,186415
19,19,0,2,0,1,0,1,186416
26,22,1,1,2008,0,0,3,186417
16,19,1,1,2012,0,0,3,186418
13,21,1,1,2009,0,0,3,186419
7,25,1,1,2006,0,0,1,186420
16,21,1,1,2010,0,0,3,186421
25,23,0,1,2006,0,1,5,186422
21,21,1,4,0,0,0,3,186423
5,52,1,1,2004,0,1,1,186424
21,19,1,3,0,0,0,1,186425
16,17,1,2,0,1,0,3,186426
15,24,1,2,0,1,0,1,186427
19,20,1,1,2011,0,0,4,186428
24,16,0,3,0,0,0,1,186429
19,52,1,1,2009,0,1,3,186430
19,36,0,1,2011,0,1,3,186431
5,26,0,1,2004,0,0,1,186432
4,22,1,1,2009,0,0,3,186433
25,16,0,3,0,0,0,3,186434
17,32,1,1,2004,0,1,1,186435
25,17,1,2,0,1,0,1,186436
4,37,0,1,2004,0,1,3,186437
14,18,0,1,2012,0,0,2,186438
15,25,0,1,2007,0,0,3,186439
5,28,0,1,2004,0,0,2,186440
16,20,1,1,2010,0,0,1,186441
25,18,0,2,0,2,0,2,186442
13,30,1,1,2007,0,1,3,186443
4,18,1,1,2012,0,0,0,186444
25,17,1,2,0,1,0,1,186445
13,48,1,1,2006,0,1,3,186446
5,20,0,1,2010,0,0,1,186447
2,15,0,3,0,0,0,3,186448
23,31,0,1,2008,0,0,3,186449
10,20,0,1,2010,0,0,1,186450
20,24,1,1,2009,0,1,3,186451
25,19,0,1,2011,0,0,2,186452
11,27,1,1,2004,0,0,2,186453
19,18,0,1,2012,0,0,2,186454
13,37,0,1,2008,0,1,3,186455
11,18,1,1,2012,0,0,3,186456
6,17,1,3,0,0,0,3,186457
25,36,1,1,2004,0,1,1,186458
16,16,1,3,0,0,0,1,186459
4,28,0,1,2005,0,0,3,186460
14,45,0,1,2004,0,1,2,186461
25,17,0,3,0,0,0,3,186462
25,17,0,2,0,1,0,1,186463
25,16,1,3,0,0,0,1,186464
13,16,0,3,0,0,0,1,186465
21,16,1,3,0,0,0,1,186466
18,16,1,3,0,0,0,2,186467
20,28,0,1,2004,0,0,3,186468
2,18,0,1,2012,0,0,1,186469
19,47,0,1,2012,0,0,3,186470
25,17,1,2,0,1,0,1,186471
25,18,1,1,2012,0,0,4,186472
21,18,1,2,0,1,0,1,186473
14,19,0,2,0,1,0,3,186474
5,24,1,1,2009,0,0,2,186475
10,17,1,3,0,0,0,2,186476
16,28,0,1,2005,0,1,1,186477
18,17,1,3,0,0,0,5,186478
14,23,1,4,0,0,0,3,186479
14,19,1,1,2011,0,0,1,186480
10,21,0,1,2010,0,0,3,186481
25,18,1,1,2012,0,0,1,186482
4,28,0,1,2004,0,1,3,186483
16,17,0,2,0,1,0,1,186484
13,25,0,4,0,0,2,3,186485
6,18,0,1,2011,0,0,3,186486
11,17,1,2,0,1,0,1,186487
16,17,1,2,0,1,0,1,186488
6,19,1,1,2012,0,0,3,186489
14,18,1,1,2012,0,0,3,186490
12,29,0,1,2004,0,0,1,186491
16,56,1,1,2004,0,1,0,186492
19,27,0,1,2007,0,0,2,186493
13,20,1,1,2010,0,0,3,186494
14,37,0,2,0,1,0,1,186495
14,24,0,1,2007,0,0,1,186496
14,30,0,1,2004,0,0,1,186497
16,19,0,2,0,1,0,3,186498
16,21,1,2,0,1,0,0,186499
17,28,0,1,2007,0,1,2,186500
25,22,0,1,2008,0,0,1,186501
25,16,1,3,0,0,0,1,186502
5,17,0,2,0,1,0,3,186503
25,17,1,2,0,1,0,1,186504
21,23,0,1,2008,0,1,3,186505
20,21,0,1,2011,0,0,1,186506
25,24,0,2,0,1,0,1,186507
25,24,0,1,2006,0,0,1,186508
13,57,1,4,0,0,1,3,186509
24,18,0,2,0,1,0,1,186510
10,29,0,1,2005,0,0,3,186511
14,18,1,2,0,1,0,1,186512
25,22,0,1,2008,0,0,2,186513
8,18,0,3,0,0,0,1,186514
17,17,0,3,0,0,0,3,186515
18,23,0,1,2010,0,0,3,186516
6,16,0,3,0,0,0,3,186517
10,26,1,1,2011,0,1,3,186518
17,20,0,1,2011,0,0,3,186519
5,18,0,1,2012,0,0,2,186520
8,24,0,1,2008,0,0,2,186521
20,17,1,3,0,0,0,1,186522
6,22,0,1,2012,0,0,3,186523
5,17,1,2,0,1,0,1,186524
24,17,0,2,0,1,0,1,186525
13,17,1,2,0,1,0,1,186526
25,18,1,1,2012,0,0,3,186527
13,17,0,2,0,1,0,3,186528
20,20,0,1,2011,0,0,3,186529
21,49,0,1,2004,0,0,1,186530
13,16,1,3,0,0,0,3,186531
9,53,1,1,2008,0,2,2,186532
13,15,0,3,0,0,0,3,186533
13,26,1,1,2004,0,0,1,186534
26,25,1,1,2005,0,0,3,186535
4,16,0,3,0,0,0,3,186536
14,15,1,3,0,0,0,1,186537
10,13,0,3,0,0,0,3,186538
10,33,1,3,0,0,1,3,186539
25,36,0,1,2004,0,1,1,186540
6,15,1,3,0,0,0,3,186541
5,16,0,3,0,0,0,2,186542
6,25,1,1,2006,0,1,5,186543
24,20,0,1,2010,0,0,3,186544
16,42,0,1,2004,0,1,1,186545
5,22,0,1,2009,0,0,2,186546
14,17,1,3,0,0,0,3,186547
6,21,1,2,0,1,0,3,186548
4,24,0,1,2007,0,0,3,186549
13,19,1,1,2011,0,0,3,186550
15,24,0,1,2006,0,0,1,186551
11,38,1,1,2004,0,1,1,186552
2,16,0,3,0,0,0,1,186553
5,20,0,1,2011,0,0,3,186554
2,18,0,1,2012,0,0,0,186555
9,18,1,2,0,1,0,3,186556
24,18,0,1,2012,0,0,1,186557
21,45,0,4,0,0,0,1,186558
25,28,1,1,2004,0,0,3,186559
25,22,0,1,2009,0,0,1,186560
15,17,0,3,0,0,0,1,186561
15,17,1,2,0,2,0,3,186562
6,20,1,1,2011,0,0,3,186563
25,15,1,3,0,0,0,1,186564
25,24,0,1,2007,0,0,1,186565
25,20,0,1,2010,0,0,3,186566
24,18,0,2,0,1,0,3,186567
5,20,0,1,2009,0,0,3,186568
16,43,0,1,2004,0,1,1,186569
11,29,0,1,2004,0,1,3,186570
19,16,1,3,0,0,0,1,186571
13,17,1,2,0,1,0,3,186572
12,20,1,1,2011,0,0,3,186573
21,32,0,1,2004,0,0,1,186574
25,19,0,1,2011,0,0,1,186575
25,20,0,1,2011,0,0,1,186576
9,18,1,3,0,0,0,1,186577
14,18,1,2,0,1,0,3,186578
4,19,0,1,2011,0,0,2,186579
25,21,0,1,2009,0,0,1,186580
27,18,1,2,0,1,0,3,186581
14,30,0,1,2009,0,0,3,186582
25,20,1,1,2010,0,0,1,186583
10,20,1,2,0,1,0,1,186584
16,19,0,1,2012,0,0,1,186585
19,25,1,1,2007,0,0,2,186586
5,27,1,4,0,0,0,1,186587
13,20,0,2,0,2,0,2,186588
25,18,1,1,2012,0,0,1,186589
15,21,1,1,2012,0,0,4,186590
21,15,1,3,0,0,0,1,186591
17,60,0,1,2011,0,0,3,186592
11,29,1,1,2004,0,0,5,186593
19,21,1,1,2011,0,0,1,186594
19,20,1,1,2010,0,0,3,186595
27,18,0,2,0,1,0,3,186596
16,24,1,1,2008,0,0,3,186597
5,20,0,1,2010,0,0,2,186598
17,24,0,1,2006,0,1,3,186599
14,20,0,1,2012,0,0,3,186600
26,18,1,3,0,0,0,2,186601
10,41,0,1,2004,0,1,3,186602
16,22,0,1,2009,0,0,3,186603
10,20,1,1,2010,0,0,2,186604
14,18,1,1,2012,0,0,3,186605
17,15,0,3,0,0,0,3,186606
16,16,0,3,0,0,0,3,186607
11,49,0,1,2004,0,0,2,186608
10,23,0,1,2008,0,0,2,186609
13,17,1,2,0,1,0,1,186610
20,19,0,1,2010,0,0,1,186611
13,29,0,4,0,0,0,1,186612
17,17,1,3,0,0,0,1,186613
26,21,1,3,0,0,1,3,186614
19,40,0,4,0,0,2,1,186615
2,49,1,4,0,0,1,2,186616
4,31,0,1,2004,0,1,2,186617
2,21,0,1,2010,0,0,1,186618
26,27,0,1,2007,0,0,3,186619
17,25,1,1,2007,0,0,2,186620
5,37,0,1,2004,0,2,2,186621
25,31,0,1,2004,0,1,3,186622
5,19,0,1,2012,0,0,3,186623
11,23,0,1,2007,0,0,1,186624
10,20,1,1,0,0,0,1,186625
19,28,0,1,2008,0,0,3,186626
15,21,0,1,2009,0,0,1,186627
18,19,0,1,2011,0,0,3,186628
10,30,0,1,2004,0,0,3,186629
11,23,1,1,2009,0,0,3,186630
25,17,1,2,0,1,0,5,186631
25,17,1,2,0,1,0,3,186632
25,19,0,1,2012,0,0,1,186633
26,30,0,1,2004,0,3,3,186634
25,22,0,1,2009,0,0,3,186635
25,18,0,3,0,0,0,1,186636
10,20,1,1,2010,0,0,1,186637
16,40,0,4,0,0,1,1,186638
24,15,0,3,0,0,0,1,186639
10,18,0,3,0,0,0,1,186640
6,19,0,1,2010,0,1,3,186641
13,17,0,3,0,0,0,3,186642
12,32,0,1,2004,0,1,3,186643
5,27,0,1,2008,0,0,3,186644
27,20,0,2,0,1,1,3,186645
25,32,1,1,2004,0,0,3,186646
17,17,1,3,0,0,0,2,186647
5,22,0,1,2008,0,0,2,186648
2,20,0,2,0,1,0,3,186649
18,28,0,1,2006,0,0,3,186650
14,21,1,1,2011,0,0,3,186651
4,19,0,4,0,0,0,3,186652
11,27,1,1,2007,0,1,2,186653
21,17,1,2,0,1,0,1,186654
17,20,0,2,0,1,0,2,186655
5,19,1,1,2012,0,0,1,186656
19,22,1,2,0,2,0,5,186657
6,20,1,1,2011,0,0,3,186658
14,49,1,1,2004,0,0,3,186659
25,49,0,2,0,1,2,1,186660
19,21,0,1,2012,0,0,1,186661
25,21,0,1,2011,0,0,2,186662
6,20,1,1,2010,0,0,3,186663
4,22,0,1,2008,0,0,1,186664
