UF_RESIDENCIA,IDADE,TP_SEXO,ST_CONCLUSAO,ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,IDX
24,17,1,1,2012,0,0,2,222638
13,17,1,3,0,0,0,3,222639
2,18,1,1,2012,0,0,3,222640
19,19,0,1,2012,0,0,3,222641
16,31,1,1,2004,0,2,1,222642
25,18,0,3,0,0,0,2,222643
5,50,1,1,2004,0,1,3,222644
13,50,0,1,2007,0,2,3,222645
23,19,0,2,0,1,0,1,222646
24,18,1,2,0,1,0,1,222647
21,17,1,2,0,1,0,1,222648
5,14,0,3,0,0,0,2,222649
11,16,0,3,0,0,0,3,222650
25,21,0,1,2009,0,0,1,222651
13,17,0,2,0,1,0,3,222652
21,18,0,2,0,1,0,1,222653
10,27,1,1,2004,0,0,3,222654
15,15,1,3,0,0,0,3,222655
16,18,1,2,0,1,0,1,222656
19,20,1,1,2010,0,0,2,222657
20,24,1,1,2009,0,0,3,222658
8,17,0,1,2012,0,0,2,222659
22,18,0,1,2012,0,0,1,222660
11,19,0,3,0,0,0,3,222661
25,19,1,1,2011,0,0,1,222662
25,19,0,1,2011,0,0,1,222663
16,17,1,2,0,1,0,1,222664
15,18,0,1,2012,0,0,1,222665
15,31,1,1,2005,0,0,3,222666
25,17,0,3,0,0,0,1,222667
5,21,0,1,2010,0,0,2,222668
12,21,1,3,0,0,0,3,222669
14,40,1,1,2004,0,1,3,222670
25,18,0,2,0,1,0,3,222671
5,16,0,3,0,0,0,3,222672
16,15,1,3,0,0,0,1,222673
16,15,0,3,0,0,0,1,222674
7,20,0,1,2011,0,0,3,222675
6,20,0,1,2012,0,0,3,222676
26,20,0,1,2012,0,0,3,222677
13,23,1,1,2007,0,0,3,222678
9,17,1,3,0,0,0,3,222679
16,36,0,3,0,0,1,1,222680
19,17,0,1,2012,0,0,1,222681
22,47,0,1,2005,0,1,3,222682
5,22,0,1,2011,0,0,2,222683
4,22,1,1,2009,0,1,3,222684
13,20,0,1,2010,0,0,2,222685
17,30,1,1,2011,0,0,1,222686
5,17,0,2,0,1,0,3,222687
25,20,0,1,2010,0,0,1,222688
6,26,0,1,2004,0,0,3,222689
19,20,0,1,2011,0,0,3,222690
25,20,1,1,2010,0,0,1,222691
25,26,0,1,2005,0,0,1,222692
12,17,1,3,0,0,0,1,222693
6,18,0,1,2012,0,0,1,222694
16,45,0,4,0,0,3,3,222695
9,24,1,1,2008,0,1,3,222696
13,19,0,1,2012,0,0,3,222697
17,17,1,2,0,1,0,1,222698
24,18,1,1,2012,0,0,1,222699
2,31,1,1,2004,0,1,2,222700
19,19,1,1,2011,0,0,3,222701
8,21,1,1,2010,0,0,1,222702
15,16,0,3,0,0,0,1,222703
24,43,0,1,2010,0,1,1,222704
25,18,1,2,0,1,0,3,222705
10,20,0,1,2009,0,0,3,222706
16,24,1,1,2006,0,0,1,222707
13,18,1,3,0,0,0,3,222708
10,24,0,1,2006,0,0,0,222709
13,21,0,1,2009,0,0,1,222710
25,35,0,1,2004,0,1,1,222711
4,21,0,1,2010,0,0,3,222712
25,19,1,1,2012,0,0,1,222713
16,23,1,1,2007,0,0,2,222714
25,18,0,1,2012,0,0,3,222715
20,19,0,1,2012,0,0,2,222716
19,18,1,2,0,2,0,3,222717
17,24,0,1,2007,0,0,3,222718
25,18,0,2,0,1,0,1,222719
13,17,0,3,0,0,0,3,222720
5,20,1,3,0,0,0,2,222721
25,34,1,1,2004,0,1,1,222722
9,23,0,1,2007,0,1,1,222723
24,21,1,1,2012,0,0,1,222724
21,36,1,1,2004,0,1,3,222725
16,27,0,1,2010,0,0,2,222726
13,19,0,1,2011,0,0,3,222727
6,28,1,1,2004,0,0,2,222728
25,20,0,1,2010,0,0,1,222729
17,16,0,1,2012,0,0,1,222730
5,16,1,3,0,0,0,4,222731
25,29,0,1,2004,0,1,1,222732
25,26,1,1,2004,0,1,1,222733
25,25,0,1,2005,0,0,4,222734
19,46,0,1,2009,0,1,2,222735
21,29,0,1,2010,0,1,2,222736
14,28,0,1,2004,0,0,3,222737
25,18,0,1,2012,0,0,1,222738
5,16,0,3,0,0,0,3,222739
25,17,1,2,0,1,0,1,222740
16,40,0,1,2004,0,1,1,222741
16,24,0,1,2006,0,0,1,222742
5,18,0,2,0,1,0,2,222743
27,18,1,3,0,0,0,1,222744
11,15,0,2,0,1,0,1,222745
21,17,1,2,0,1,0,1,222746
20,17,0,3,0,0,0,4,222747
6,26,1,1,2007,0,0,3,222748
26,35,0,1,2004,0,1,3,222749
25,19,1,2,0,1,0,3,222750
19,20,0,1,2011,0,0,1,222751
5,19,0,1,2012,0,0,3,222752
18,20,0,3,0,0,0,3,222753
11,27,1,1,2006,0,1,3,222754
13,21,0,1,2010,0,0,2,222755
15,17,1,4,0,0,0,3,222756
13,20,0,1,2012,0,0,4,222757
19,18,1,2,0,2,0,1,222758
11,15,1,3,0,0,0,1,222759
25,17,1,3,0,0,0,1,222760
25,33,0,1,2012,0,1,3,222761
17,34,1,1,2004,0,1,2,222762
6,27,0,1,2007,0,0,3,222763
21,37,0,1,2004,0,0,2,222764
25,18,1,1,2012,0,0,1,222765
25,29,0,1,2004,0,0,1,222766
17,29,0,3,0,0,0,1,222767
18,19,1,2,0,1,0,2,222768
25,18,0,2,0,1,0,3,222769
13,22,1,1,2008,0,0,1,222770
16,21,1,1,2009,0,0,1,222771
26,20,0,1,2011,0,0,3,222772
25,46,1,4,0,0,2,3,222773
21,18,0,2,0,1,0,1,222774
15,28,0,1,2005,0,0,2,222775
6,25,0,1,2007,0,1,3,222776
17,17,0,1,2012,0,0,4,222777
8,16,0,3,0,0,0,1,222778
11,21,1,1,2010,0,0,2,222779
16,28,1,1,2005,0,0,2,222780
8,18,0,1,2012,0,0,1,222781
21,50,0,1,2011,0,0,1,222782
5,32,0,1,2004,0,1,1,222783
16,23,0,1,2008,0,0,3,222784
14,21,1,1,2012,0,0,3,222785
11,20,1,1,2011,0,0,1,222786
13,21,1,1,2009,0,0,1,222787
11,21,0,1,2011,0,0,3,222788
25,18,0,1,2012,0,0,1,222789
14,21,0,1,2012,0,0,3,222790
16,33,1,1,2004,0,1,1,222791
12,19,1,3,0,0,0,1,222792
22,18,1,2,0,1,0,1,222793
25,20,0,1,2010,0,0,3,222794
16,17,0,2,0,1,0,3,222795
5,20,0,1,2010,0,0,3,222796
16,18,0,2,0,1,0,1,222797
25,39,0,1,2004,0,1,3,222798
6,25,0,1,2008,0,0,2,222799
19,17,1,2,0,2,0,1,222800
25,19,0,1,2011,0,0,1,222801
14,16,0,3,0,0,0,1,222802
4,16,1,3,0,0,0,3,222803
9,23,0,1,2009,0,0,4,222804
18,44,0,4,0,0,1,3,222805
17,43,0,1,2012,0,1,1,222806
5,19,1,1,2012,0,0,1,222807
25,20,1,1,2010,0,0,1,222808
25,16,0,3,0,0,0,1,222809
13,14,1,3,0,0,0,1,222810
13,20,1,1,2011,0,0,1,222811
18,18,1,3,0,0,0,3,222812
24,28,1,4,0,0,1,2,222813
25,17,0,2,0,1,0,3,222814
24,35,1,4,0,0,1,1,222815
13,16,0,3,0,0,0,1,222816
18,19,1,1,2011,0,0,1,222817
19,22,1,1,2012,0,0,1,222818
13,21,1,2,0,1,0,3,222819
25,26,1,1,2005,0,1,4,222820
13,22,0,1,2008,0,0,3,222821
25,18,0,1,2012,0,2,1,222822
10,27,0,1,2005,0,1,3,222823
16,45,1,1,2004,0,1,1,222824
5,18,0,3,0,0,0,3,222825
13,54,0,1,2004,0,1,1,222826
19,15,0,3,0,0,0,1,222827
13,22,0,1,2009,0,0,1,222828
25,17,1,2,0,1,0,3,222829
13,33,1,1,2010,0,1,2,222830
20,18,0,2,0,1,0,2,222831
9,26,0,1,2006,0,0,3,222832
25,17,1,2,0,1,0,1,222833
9,24,1,1,2007,0,0,3,222834
6,33,0,1,2004,0,0,3,222835
20,34,1,2,0,1,0,3,222836
4,24,0,1,2006,0,0,3,222837
13,23,1,1,2008,0,0,2,222838
10,26,0,1,2005,0,0,1,222839
19,24,0,1,2007,0,0,2,222840
16,37,0,3,0,0,0,1,222841
19,23,1,1,2008,0,0,1,222842
17,21,1,1,2011,0,0,5,222843
19,18,0,1,2012,0,0,1,222844
9,17,1,4,0,0,0,1,222845
11,16,1,3,0,0,0,3,222846
17,20,1,1,2011,0,0,3,222847
5,24,0,1,2007,0,0,3,222848
2,25,1,1,2006,0,0,3,222849
5,35,1,1,2004,0,0,0,222850
5,15,1,3,0,0,0,1,222851
25,22,1,1,2009,0,0,1,222852
20,36,1,1,2004,0,2,2,222853
6,29,1,1,2005,0,1,3,222854
25,19,1,1,2012,0,0,2,222855
11,18,0,1,2012,0,0,3,222856
12,15,0,3,0,0,0,1,222857
21,34,0,1,2004,0,0,2,222858
25,16,0,3,0,0,0,1,222859
27,34,0,4,0,0,0,3,222860
19,18,0,1,2012,0,0,3,222861
16,14,0,3,0,0,0,3,222862
2,19,0,1,2012,0,0,3,222863
14,22,0,1,2007,0,0,3,222864
5,19,1,1,2012,0,0,3,222865
18,17,0,2,0,1,0,1,222866
10,16,1,3,0,0,0,0,222867
7,39,0,1,2004,0,0,3,222868
14,52,0,1,2004,0,1,3,222869
14,18,0,1,2012,0,0,3,222870
15,29,0,1,2004,0,0,0,222871
21,23,1,4,0,0,0,1,222872
25,19,1,1,2012,0,0,1,222873
5,24,1,1,2006,0,0,3,222874
13,21,0,1,2010,0,0,2,222875
5,21,1,1,2010,0,0,3,222876
6,18,1,1,2012,0,0,3,222877
16,17,0,2,0,1,0,1,222878
25,28,1,4,0,0,1,1,222879
17,33,0,1,2004,0,1,3,222880
25,17,0,2,0,1,0,1,222881
6,36,1,1,2010,0,0,3,222882
24,18,1,2,0,1,0,3,222883
25,17,0,3,0,0,0,3,222884
8,18,1,1,2011,0,0,1,222885
13,29,1,1,2004,0,0,3,222886
25,17,1,2,0,1,0,1,222887
2,22,0,1,2008,0,0,3,222888
11,33,1,1,2004,0,1,3,222889
19,19,0,2,0,1,0,1,222890
25,18,0,1,2012,0,0,4,222891
14,27,1,1,2004,0,0,1,222892
19,20,0,1,2011,0,0,1,222893
24,17,0,2,0,2,0,1,222894
5,50,0,1,2004,0,0,2,222895
25,41,0,4,0,0,1,2,222896
25,22,1,1,2009,0,0,1,222897
13,27,1,1,2006,0,0,3,222898
6,27,1,2,0,1,0,1,222899
19,16,0,3,0,0,0,3,222900
13,31,0,4,0,0,1,3,222901
17,20,0,1,2012,0,0,3,222902
17,46,1,1,2004,0,0,3,222903
6,38,1,1,2004,0,0,1,222904
25,25,0,1,2006,0,0,1,222905
21,19,0,1,2011,0,0,1,222906
23,28,0,1,2006,0,0,5,222907
25,24,0,1,2009,0,0,1,222908
13,29,1,1,2004,0,2,1,222909
16,25,1,1,2008,0,0,1,222910
23,38,1,1,2004,0,1,3,222911
25,18,1,1,2012,0,0,1,222912
13,22,0,1,2009,0,0,3,222913
25,18,1,1,2012,0,0,1,222914
13,19,0,2,0,2,0,3,222915
8,28,1,1,2004,0,0,1,222916
24,17,1,2,0,1,0,1,222917
26,17,0,3,0,0,0,1,222918
21,18,1,3,0,0,0,1,222919
25,19,0,1,2011,0,0,4,222920
9,18,1,2,0,1,0,1,222921
18,18,1,2,0,2,0,3,222922
25,18,1,2,0,2,0,1,222923
12,23,0,1,2006,0,0,3,222924
25,19,1,2,0,1,0,1,222925
25,18,0,1,2012,0,0,1,222926
21,20,1,1,2012,0,0,3,222927
13,29,0,1,2005,0,0,3,222928
11,33,1,1,2007,0,1,1,222929
25,16,0,3,0,0,0,1,222930
2,30,1,1,2004,0,0,1,222931
9,18,1,1,2012,0,0,3,222932
5,22,1,1,2010,0,0,2,222933
19,23,0,1,2007,0,0,1,222934
24,17,0,2,0,1,0,1,222935
14,21,1,1,2011,0,0,1,222936
25,23,0,1,2007,0,0,4,222937
4,27,1,1,2008,0,0,1,222938
9,16,1,2,0,2,0,3,222939
21,47,1,4,0,0,1,1,222940
12,30,1,4,0,0,0,3,222941
20,33,1,1,2012,0,0,1,222942
9,19,0,2,0,1,0,3,222943
25,17,1,2,0,1,0,1,222944
25,17,0,2,0,1,0,3,222945
20,17,0,3,0,0,0,3,222946
8,14,1,4,0,0,0,2,222947
25,18,0,2,0,1,0,3,222948
25,19,0,1,2012,0,0,3,222949
16,17,1,2,0,2,0,1,222950
13,21,0,1,2010,0,0,3,222951
9,20,1,1,2010,0,0,1,222952
19,23,1,1,2008,0,0,3,222953
9,18,1,2,0,1,0,3,222954
8,20,1,4,0,0,0,3,222955
9,25,0,1,2007,0,0,2,222956
13,21,1,1,2011,0,0,2,222957
20,28,1,1,2004,0,0,1,222958
25,19,0,1,2011,0,0,1,222959
25,18,0,2,0,1,0,1,222960
25,19,1,2,0,1,0,1,222961
13,16,0,3,0,0,0,4,222962
25,18,1,2,0,1,0,1,222963
24,36,0,1,2006,0,0,1,222964
25,17,0,2,0,2,0,1,222965
13,45,0,3,0,0,0,1,222966
18,30,1,1,2004,0,1,3,222967
19,18,1,1,2012,0,0,3,222968
24,19,0,1,2010,0,0,1,222969
13,17,0,2,0,1,0,1,222970
21,32,0,1,2004,0,0,1,222971
24,36,1,1,2004,0,1,1,222972
21,31,1,1,2004,0,1,1,222973
25,15,1,3,0,0,0,1,222974
13,32,1,1,2004,0,1,3,222975
13,18,0,1,2012,0,0,1,222976
21,50,1,1,2004,0,0,1,222977
25,21,0,1,2009,0,0,1,222978
10,15,0,3,0,0,0,3,222979
2,15,1,3,0,0,0,3,222980
21,23,1,1,2007,0,1,3,222981
21,16,0,3,0,0,0,1,222982
19,21,1,3,0,0,0,1,222983
2,22,0,1,2011,0,0,3,222984
5,61,1,1,2004,0,1,3,222985
5,16,0,3,0,0,0,3,222986
8,33,1,1,2007,0,0,2,222987
14,16,1,3,0,0,0,1,222988
25,17,1,2,0,2,0,1,222989
25,16,1,3,0,0,0,1,222990
11,60,0,1,2004,0,0,1,222991
25,30,0,1,2004,0,1,3,222992
21,53,1,1,2008,0,1,1,222993
10,52,1,1,2004,0,2,3,222994
25,25,0,1,2006,0,0,1,222995
25,39,0,1,2004,0,0,3,222996
21,28,0,1,2004,0,0,1,222997
21,17,1,3,0,0,0,1,222998
21,17,0,2,0,1,0,1,222999
6,21,1,1,2009,0,0,3,223000
5,54,0,1,2008,0,0,2,223001
18,17,0,3,0,0,0,3,223002
25,22,0,1,2009,0,0,1,223003
13,21,1,1,2011,0,0,3,223004
14,26,0,4,0,0,1,3,223005
13,19,0,1,2012,0,0,3,223006
25,28,1,1,2011,0,1,4,223007
17,18,1,1,2012,0,0,3,223008
25,17,1,3,0,0,0,1,223009
14,28,1,1,2004,0,0,3,223010
14,23,1,1,2010,0,0,1,223011
15,15,1,3,0,0,0,1,223012
20,32,1,1,2004,0,1,2,223013
25,18,0,2,0,2,0,3,223014
14,28,0,1,2006,0,0,3,223015
24,18,0,1,2012,0,0,1,223016
13,15,0,3,0,0,0,1,223017
19,44,1,1,2004,0,1,3,223018
18,23,0,1,2008,0,0,1,223019
20,34,0,1,2004,0,1,1,223020
25,43,0,1,2004,0,0,1,223021
5,22,0,1,2007,0,0,1,223022
19,29,1,1,2004,0,1,1,223023
19,20,1,1,2011,0,0,1,223024
25,31,0,1,2004,0,0,3,223025
25,20,0,1,2011,0,0,1,223026
9,49,1,1,2011,0,1,3,223027
18,19,0,1,2011,0,0,3,223028
21,16,1,2,0,1,0,1,223029
24,17,0,2,0,1,0,1,223030
11,20,0,1,2010,0,0,2,223031
5,23,0,1,2009,0,1,3,223032
21,43,0,4,0,0,1,1,223033
16,32,1,1,2004,0,0,1,223034
20,15,0,3,0,0,0,5,223035
9,35,0,1,2004,0,1,3,223036
17,15,0,3,0,0,0,3,223037
21,34,0,1,2004,0,0,1,223038
2,21,1,2,0,1,0,3,223039
24,17,1,2,0,2,0,1,223040
13,21,0,1,2010,0,0,1,223041
17,19,0,1,2012,0,0,1,223042
14,16,0,3,0,0,0,3,223043
14,22,0,1,2010,0,1,1,223044
16,20,1,4,0,0,0,1,223045
25,17,1,3,0,0,0,1,223046
8,18,1,2,0,1,0,1,223047
25,20,1,4,0,0,0,3,223048
4,20,0,1,2010,0,0,3,223049
17,44,1,1,2008,0,0,1,223050
16,19,1,1,2011,0,0,1,223051
24,17,0,2,0,1,0,1,223052
14,24,0,1,2007,0,0,3,223053
6,27,1,1,2005,0,0,1,223054
15,20,1,1,2011,0,0,3,223055
21,18,0,1,2012,0,0,1,223056
25,19,0,1,2012,0,0,1,223057
9,32,1,1,2004,0,0,2,223058
19,51,1,4,0,0,1,0,223059
25,26,1,1,2004,0,0,1,223060
14,21,0,1,2011,0,0,3,223061
21,19,0,1,2011,0,0,1,223062
16,22,1,1,2009,0,0,1,223063
13,17,1,2,0,1,0,3,223064
25,17,1,2,0,1,0,1,223065
25,17,0,3,0,0,0,1,223066
17,55,0,1,2004,0,0,3,223067
25,53,0,3,0,0,0,3,223068
25,16,1,3,0,0,0,3,223069
12,16,0,3,0,0,0,1,223070
17,16,1,3,0,0,0,3,223071
4,24,0,1,2012,0,0,3,223072
17,33,1,1,2004,0,0,4,223073
17,50,1,1,2004,0,1,1,223074
19,22,0,1,2010,0,0,2,223075
10,17,0,3,0,0,0,3,223076
13,20,1,1,2010,0,0,3,223077
6,16,1,3,0,0,0,3,223078
13,16,0,3,0,0,0,3,223079
13,47,0,4,0,0,0,2,223080
13,18,0,1,2012,0,0,3,223081
10,19,1,1,2011,0,0,0,223082
6,15,1,3,0,0,0,2,223083
17,20,0,1,2011,0,0,1,223084
17,15,0,3,0,0,0,3,223085
13,15,0,3,0,0,0,3,223086
20,34,1,1,2004,0,1,1,223087
25,17,1,2,0,1,0,1,223088
19,37,1,4,0,0,1,3,223089
20,43,0,1,2004,0,1,1,223090
4,20,0,1,2010,0,0,3,223091
16,32,0,4,0,0,0,0,223092
12,15,1,3,0,0,0,1,223093
15,41,0,1,2004,0,1,3,223094
9,20,1,1,2010,0,0,1,223095
21,18,1,4,0,0,0,1,223096
25,18,0,1,2012,0,0,1,223097
21,50,1,1,2008,0,2,1,223098
25,24,0,1,2006,0,0,1,223099
10,15,1,3,0,0,0,3,223100
25,17,1,2,0,1,0,2,223101
13,21,1,1,2009,0,0,3,223102
6,16,0,3,0,0,0,3,223103
21,41,1,4,0,0,1,1,223104
25,17,1,2,0,1,0,1,223105
6,18,1,3,0,0,0,3,223106
25,15,1,3,0,0,0,1,223107
5,44,1,1,2012,0,1,3,223108
25,17,0,2,0,1,0,1,223109
18,32,1,1,2004,0,1,3,223110
6,15,0,3,0,0,0,3,223111
15,39,1,4,0,0,0,1,223112
25,21,1,1,2011,0,0,2,223113
20,57,1,1,2004,0,2,3,223114
24,18,1,2,0,1,0,1,223115
12,16,1,2,0,1,0,1,223116
12,18,1,1,2012,0,0,1,223117
21,17,1,2,0,1,0,3,223118
19,20,1,4,0,0,0,3,223119
9,16,0,3,0,0,0,3,223120
25,19,0,1,2011,0,1,3,223121
13,24,1,1,2010,0,0,3,223122
25,22,0,1,2008,0,0,1,223123
21,19,1,4,0,0,0,1,223124
17,29,1,1,2004,0,0,2,223125
13,21,1,1,2009,0,0,3,223126
18,28,0,1,2005,0,1,3,223127
6,27,0,1,2007,0,0,3,223128
6,19,1,1,2011,0,0,3,223129
24,16,1,3,0,0,0,1,223130
25,35,1,1,2004,0,2,1,223131
14,22,0,4,0,0,0,3,223132
19,18,1,3,0,0,0,1,223133
13,21,1,1,2010,0,0,3,223134
10,21,1,1,2009,0,0,2,223135
13,21,0,1,2009,0,0,3,223136
21,25,1,1,2008,0,0,1,223137
9,20,1,2,0,1,0,1,223138
6,18,1,1,2011,0,0,1,223139
26,15,0,3,0,0,0,1,223140
16,15,1,3,0,0,0,1,223141
13,18,1,3,0,0,0,2,223142
18,16,0,3,0,0,0,2,223143
25,17,1,2,0,1,0,1,223144
4,28,0,1,2004,0,0,1,223145
6,22,0,1,2009,0,0,3,223146
10,29,0,1,2004,0,1,1,223147
13,16,0,3,0,0,0,3,223148
13,32,1,1,2004,0,0,1,223149
4,18,0,2,0,1,0,2,223150
25,17,1,2,0,1,0,1,223151
19,16,0,3,0,0,0,1,223152
6,19,0,1,2012,0,0,3,223153
25,17,1,2,0,1,0,1,223154
19,46,1,1,2004,0,0,2,223155
14,44,0,1,2004,0,1,2,223156
16,18,1,1,2012,0,0,3,223157
5,30,1,1,2004,0,0,3,223158
25,20,1,1,2011,0,0,2,223159
15,21,1,1,2010,0,0,1,223160
22,19,0,1,2012,0,0,3,223161
17,16,0,3,0,0,0,1,223162
5,41,1,1,2004,0,1,2,223163
25,16,1,3,0,0,0,1,223164
17,16,0,3,0,0,0,3,223165
25,17,1,2,0,1,0,3,223166
5,28,0,1,2004,0,2,1,223167
13,51,1,1,2004,0,2,1,223168
2,16,1,3,0,0,0,3,223169
25,28,0,1,2004,0,1,2,223170
11,28,0,1,2004,0,0,1,223171
13,24,1,1,2006,0,0,3,223172
7,16,0,3,0,0,0,3,223173
17,39,1,1,2004,0,2,3,223174
16,18,1,2,0,2,0,1,223175
20,15,0,3,0,0,0,1,223176
21,16,0,3,0,0,0,1,223177
14,48,1,1,2004,0,1,3,223178
21,22,1,4,0,0,0,1,223179
25,18,0,3,0,0,0,1,223180
12,23,0,1,2009,0,0,3,223181
25,20,0,1,2009,0,0,3,223182
9,15,1,3,0,0,0,2,223183
21,23,1,4,0,0,0,1,223184
7,19,0,1,2010,0,0,2,223185
16,22,0,1,2008,0,0,4,223186
25,16,0,3,0,0,0,1,223187
25,20,0,1,2012,0,0,1,223188
16,15,0,3,0,0,0,1,223189
19,41,1,1,2005,0,0,3,223190
24,17,1,2,0,2,0,1,223191
14,40,0,1,2004,0,0,3,223192
24,15,0,3,0,0,0,1,223193
5,42,0,1,2006,0,1,1,223194
14,21,1,3,0,0,0,3,223195
24,15,0,3,0,0,0,1,223196
16,18,1,1,2012,0,0,1,223197
25,21,0,1,2009,0,0,1,223198
25,18,1,1,2012,0,0,1,223199
25,21,0,1,2009,0,1,1,223200
13,20,1,1,2010,0,0,3,223201
22,19,0,4,0,0,0,1,223202
25,19,1,1,2012,0,0,3,223203
24,17,0,2,0,1,0,1,223204
17,26,0,1,2004,0,0,1,223205
11,39,1,1,2004,0,1,3,223206
17,15,0,3,0,0,0,1,223207
10,23,1,1,2007,0,0,3,223208
21,18,1,1,2012,0,0,1,223209
25,22,0,1,2009,0,0,1,223210
25,16,1,3,0,0,0,1,223211
19,35,1,1,2004,0,1,3,223212
10,29,0,1,2004,0,0,3,223213
5,15,0,3,0,0,0,2,223214
16,17,0,2,0,1,0,3,223215
25,16,0,3,0,0,0,1,223216
12,25,1,1,2009,0,0,1,223217
13,31,1,1,2004,0,0,0,223218
25,18,1,1,2012,0,0,1,223219
22,18,0,3,0,0,0,2,223220
12,47,0,1,2007,0,1,3,223221
25,38,0,1,2004,0,1,3,223222
25,29,1,1,2004,0,1,1,223223
25,22,1,1,2010,0,0,1,223224
18,26,0,1,2010,0,2,3,223225
22,34,1,1,2004,0,1,2,223226
6,19,1,3,0,0,0,2,223227
25,56,0,1,2006,0,0,2,223228
16,17,0,3,0,0,0,1,223229
17,49,0,1,2004,0,1,1,223230
21,16,1,3,0,0,0,1,223231
10,24,0,1,2009,0,0,2,223232
8,40,0,1,2007,0,1,1,223233
17,41,0,1,2004,0,1,3,223234
16,20,1,1,2011,0,0,1,223235
4,18,0,2,0,1,0,1,223236
13,18,1,2,0,2,0,3,223237
17,32,1,1,2004,0,1,3,223238
25,19,1,1,2011,0,0,1,223239
16,21,1,3,0,0,0,2,223240
17,17,0,3,0,0,0,3,223241
5,24,0,1,2007,0,1,3,223242
19,28,1,4,0,0,0,2,223243
5,20,0,1,2012,0,0,3,223244
14,18,1,2,0,2,0,1,223245
2,23,0,1,2007,0,0,3,223246
25,22,0,1,2009,0,0,1,223247
25,50,1,1,2004,0,1,1,223248
5,39,0,1,2004,0,2,3,223249
13,20,0,1,2012,0,0,3,223250
10,28,0,1,2004,0,0,2,223251
15,29,1,1,2004,0,0,1,223252
8,46,0,2,0,1,1,1,223253
21,27,0,1,2006,0,0,1,223254
21,37,1,1,2005,0,0,2,223255
21,16,0,3,0,0,0,1,223256
25,17,0,2,0,1,0,3,223257
14,32,0,1,2004,0,0,3,223258
6,31,1,1,2006,0,0,4,223259
25,18,1,2,0,1,0,1,223260
7,28,0,2,0,1,1,3,223261
16,17,1,2,0,2,0,1,223262
16,20,0,1,2011,0,0,1,223263
13,18,0,2,0,2,0,1,223264
25,21,0,1,2009,0,0,1,223265
25,23,1,2,0,1,0,1,223266
25,27,0,1,2004,0,0,1,223267
25,17,1,2,0,1,0,1,223268
19,17,0,2,0,2,0,1,223269
17,19,0,1,2011,0,0,3,223270
8,21,1,1,2009,0,0,1,223271
25,20,1,1,2010,0,0,1,223272
15,16,0,3,0,0,0,3,223273
8,16,0,3,0,0,0,1,223274
7,26,0,1,2007,0,0,3,223275
16,22,1,1,2010,0,0,1,223276
6,20,1,1,2011,0,0,2,223277
21,20,0,1,2012,0,0,1,223278
19,20,0,1,2011,0,0,2,223279
25,17,0,3,0,0,0,3,223280
25,43,0,1,2004,0,1,1,223281
11,21,0,1,2010,0,0,3,223282
26,16,1,3,0,0,0,3,223283
13,17,0,2,0,1,0,1,223284
25,22,0,1,2008,0,0,1,223285
13,21,0,1,2010,0,0,2,223286
25,20,1,1,2010,0,0,1,223287
5,30,0,1,2004,0,1,2,223288
9,22,0,1,2009,0,0,3,223289
19,17,0,3,0,0,0,1,223290
19,21,1,1,2010,0,0,1,223291
25,23,1,1,2009,0,0,3,223292
5,27,1,1,2004,0,0,2,223293
25,17,1,3,0,0,0,2,223294
11,24,1,1,2007,0,0,3,223295
15,28,1,1,2006,0,1,1,223296
25,17,1,2,0,1,0,3,223297
25,22,1,1,2008,0,0,1,223298
25,42,0,1,2004,0,1,1,223299
24,17,1,2,0,1,0,1,223300
13,20,0,1,2011,0,0,1,223301
15,24,0,1,2007,0,0,3,223302
5,17,1,2,0,1,0,3,223303
16,16,0,3,0,0,0,2,223304
21,46,0,3,0,0,1,1,223305
21,16,1,3,0,0,0,3,223306
25,17,1,2,0,2,0,3,223307
13,19,0,1,2012,0,0,3,223308
25,16,1,3,0,0,0,1,223309
25,20,0,1,2010,0,0,3,223310
25,18,0,2,0,2,0,1,223311
21,16,0,3,0,0,0,1,223312
14,25,0,1,2005,0,1,3,223313
12,18,1,3,0,0,0,2,223314
25,31,0,1,2009,0,1,1,223315
25,18,0,2,0,1,0,1,223316
17,20,1,1,2011,0,0,1,223317
2,18,0,2,0,1,0,3,223318
25,21,0,1,2009,0,0,3,223319
12,39,1,1,2004,0,1,1,223320
12,20,0,1,2012,0,0,3,223321
5,40,0,1,2004,0,0,2,223322
25,25,1,1,2006,0,0,3,223323
16,21,0,1,2009,0,0,1,223324
21,25,1,1,2005,0,0,1,223325
24,17,1,2,0,2,0,1,223326
21,17,0,1,2012,0,0,1,223327
11,15,0,3,0,0,0,1,223328
22,15,1,3,0,0,0,2,223329
5,22,0,1,2009,0,0,2,223330
13,18,1,1,2012,0,0,1,223331
24,38,1,4,0,0,1,1,223332
21,22,1,1,2011,0,0,1,223333
19,16,1,3,0,0,0,1,223334
10,17,1,2,0,2,0,1,223335
23,25,1,1,2010,0,1,3,223336
16,24,1,1,2007,0,0,1,223337
16,29,1,1,2004,0,0,1,223338
25,17,0,3,0,0,0,1,223339
24,28,1,2,0,1,0,1,223340
13,16,0,3,0,0,0,1,223341
13,22,1,1,2010,0,0,2,223342
25,18,1,1,2012,0,0,1,223343
5,16,0,3,0,0,0,4,223344
17,15,1,3,0,0,0,1,223345
25,19,0,1,2011,0,0,3,223346
